choice_id,option_id,rpo,label,section_id,step_key,variant_id,body_style,trim_level,status,selectable,base_price
1lt_c07__opt_wub_001,opt_wub_001,WUB,Quad Center Exit Exhaust,sec_exha_001,packages_performance,1lt_c07,coupe,1LT,available,True,1995
2lt_c07__opt_wub_001,opt_wub_001,WUB,Quad Center Exit Exhaust,sec_exha_001,packages_performance,2lt_c07,coupe,2LT,available,True,1995
3lt_c07__opt_wub_001,opt_wub_001,WUB,Quad Center Exit Exhaust,sec_exha_001,packages_performance,3lt_c07,coupe,3LT,available,True,1995
1lt_c67__opt_wub_001,opt_wub_001,WUB,Quad Center Exit Exhaust,sec_exha_001,packages_performance,1lt_c67,convertible,1LT,available,True,1995
2lt_c67__opt_wub_001,opt_wub_001,WUB,Quad Center Exit Exhaust,sec_exha_001,packages_performance,2lt_c67,convertible,2LT,available,True,1995
3lt_c67__opt_wub_001,opt_wub_001,WUB,Quad Center Exit Exhaust,sec_exha_001,packages_performance,3lt_c67,convertible,3LT,available,True,1995
1lt_c07__opt_edu_001,opt_edu_001,EDU,Carbon Flash and Body-Color Exterior Accents,sec_exte_001,exterior_appearance,1lt_c07,coupe,1LT,available,True,995
2lt_c07__opt_edu_001,opt_edu_001,EDU,Carbon Flash and Body-Color Exterior Accents,sec_exte_001,exterior_appearance,2lt_c07,coupe,2LT,available,True,995
3lt_c07__opt_edu_001,opt_edu_001,EDU,Carbon Flash and Body-Color Exterior Accents,sec_exte_001,exterior_appearance,3lt_c07,coupe,3LT,available,True,995
1lt_c67__opt_edu_001,opt_edu_001,EDU,Carbon Flash and Body-Color Exterior Accents,sec_exte_001,exterior_appearance,1lt_c67,convertible,1LT,available,True,995
2lt_c67__opt_edu_001,opt_edu_001,EDU,Carbon Flash and Body-Color Exterior Accents,sec_exte_001,exterior_appearance,2lt_c67,convertible,2LT,available,True,995
3lt_c67__opt_edu_001,opt_edu_001,EDU,Carbon Flash and Body-Color Exterior Accents,sec_exte_001,exterior_appearance,3lt_c67,convertible,3LT,available,True,995
1lt_c07__opt_efr_001,opt_efr_001,EFR,Carbon Flash Exterior Accents,sec_exte_001,exterior_appearance,1lt_c07,coupe,1LT,standard,True,0
2lt_c07__opt_efr_001,opt_efr_001,EFR,Carbon Flash Exterior Accents,sec_exte_001,exterior_appearance,2lt_c07,coupe,2LT,standard,True,0
3lt_c07__opt_efr_001,opt_efr_001,EFR,Carbon Flash Exterior Accents,sec_exte_001,exterior_appearance,3lt_c07,coupe,3LT,standard,True,0
1lt_c67__opt_efr_001,opt_efr_001,EFR,Carbon Flash Exterior Accents,sec_exte_001,exterior_appearance,1lt_c67,convertible,1LT,standard,True,0
2lt_c67__opt_efr_001,opt_efr_001,EFR,Carbon Flash Exterior Accents,sec_exte_001,exterior_appearance,2lt_c67,convertible,2LT,standard,True,0
3lt_c67__opt_efr_001,opt_efr_001,EFR,Carbon Flash Exterior Accents,sec_exte_001,exterior_appearance,3lt_c67,convertible,3LT,standard,True,0
1lt_c07__opt_efy_001,opt_efy_001,EFY,Body-Color Exterior Accents,sec_exte_001,exterior_appearance,1lt_c07,coupe,1LT,available,True,995
2lt_c07__opt_efy_001,opt_efy_001,EFY,Body-Color Exterior Accents,sec_exte_001,exterior_appearance,2lt_c07,coupe,2LT,available,True,995
3lt_c07__opt_efy_001,opt_efy_001,EFY,Body-Color Exterior Accents,sec_exte_001,exterior_appearance,3lt_c07,coupe,3LT,available,True,995
1lt_c67__opt_efy_001,opt_efy_001,EFY,Body-Color Exterior Accents,sec_exte_001,exterior_appearance,1lt_c67,convertible,1LT,available,True,995
2lt_c67__opt_efy_001,opt_efy_001,EFY,Body-Color Exterior Accents,sec_exte_001,exterior_appearance,2lt_c67,convertible,2LT,available,True,995
3lt_c67__opt_efy_001,opt_efy_001,EFY,Body-Color Exterior Accents,sec_exte_001,exterior_appearance,3lt_c67,convertible,3LT,available,True,995
1lt_c07__opt_b4z_001,opt_b4z_001,B4Z,Performance Traction Management,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_b4z_001,opt_b4z_001,B4Z,Performance Traction Management,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_b4z_001,opt_b4z_001,B4Z,Performance Traction Management,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_b4z_001,opt_b4z_001,B4Z,Performance Traction Management,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_b4z_001,opt_b4z_001,B4Z,Performance Traction Management,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_b4z_001,opt_b4z_001,B4Z,Performance Traction Management,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_cfx_001,opt_cfx_001,CFX,Personalized Corvette Museum Plaque,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_cfx_001,opt_cfx_001,CFX,Personalized Corvette Museum Plaque,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_cfx_001,opt_cfx_001,CFX,Personalized Corvette Museum Plaque,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_cfx_001,opt_cfx_001,CFX,Personalized Corvette Museum Plaque,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_cfx_001,opt_cfx_001,CFX,Personalized Corvette Museum Plaque,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_cfx_001,opt_cfx_001,CFX,Personalized Corvette Museum Plaque,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_drg_001,opt_drg_001,DRG,Carbon Flash Metallic Outside Mirrors,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_drg_001,opt_drg_001,DRG,Carbon Flash Metallic Outside Mirrors,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_drg_001,opt_drg_001,DRG,Carbon Flash Metallic Outside Mirrors,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_drg_001,opt_drg_001,DRG,Carbon Flash Metallic Outside Mirrors,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_drg_001,opt_drg_001,DRG,Carbon Flash Metallic Outside Mirrors,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_drg_001,opt_drg_001,DRG,Carbon Flash Metallic Outside Mirrors,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_fe3_001,opt_fe3_001,FE3,Z51 Performance Suspension,sec_susp_001,packages_performance,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_fe3_001,opt_fe3_001,FE3,Z51 Performance Suspension,sec_susp_001,packages_performance,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_fe3_001,opt_fe3_001,FE3,Z51 Performance Suspension,sec_susp_001,packages_performance,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_fe3_001,opt_fe3_001,FE3,Z51 Performance Suspension,sec_susp_001,packages_performance,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_fe3_001,opt_fe3_001,FE3,Z51 Performance Suspension,sec_susp_001,packages_performance,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_fe3_001,opt_fe3_001,FE3,Z51 Performance Suspension,sec_susp_001,packages_performance,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_g0k_001,opt_g0k_001,G0K,Rear Axle 5.56 Ratio,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_g0k_001,opt_g0k_001,G0K,Rear Axle 5.56 Ratio,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_g0k_001,opt_g0k_001,G0K,Rear Axle 5.56 Ratio,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_g0k_001,opt_g0k_001,G0K,Rear Axle 5.56 Ratio,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_g0k_001,opt_g0k_001,G0K,Rear Axle 5.56 Ratio,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_g0k_001,opt_g0k_001,G0K,Rear Axle 5.56 Ratio,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_g96_001,opt_g96_001,G96,Electronic Limited-Slip Differential,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_g96_001,opt_g96_001,G96,Electronic Limited-Slip Differential,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_g96_001,opt_g96_001,G96,Electronic Limited-Slip Differential,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_g96_001,opt_g96_001,G96,Electronic Limited-Slip Differential,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_g96_001,opt_g96_001,G96,Electronic Limited-Slip Differential,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_g96_001,opt_g96_001,G96,Electronic Limited-Slip Differential,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_j55_001,opt_j55_001,J55,Z51 Performance Brakes,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_j55_001,opt_j55_001,J55,Z51 Performance Brakes,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_j55_001,opt_j55_001,J55,Z51 Performance Brakes,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_j55_001,opt_j55_001,J55,Z51 Performance Brakes,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_j55_001,opt_j55_001,J55,Z51 Performance Brakes,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_j55_001,opt_j55_001,J55,Z51 Performance Brakes,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_m1n_001,opt_m1n_001,M1N,Eight-Speed Dual-Clutch Transmission,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_m1n_001,opt_m1n_001,M1N,Eight-Speed Dual-Clutch Transmission,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_m1n_001,opt_m1n_001,M1N,Eight-Speed Dual-Clutch Transmission,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_m1n_001,opt_m1n_001,M1N,Eight-Speed Dual-Clutch Transmission,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_m1n_001,opt_m1n_001,M1N,Eight-Speed Dual-Clutch Transmission,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_m1n_001,opt_m1n_001,M1N,Eight-Speed Dual-Clutch Transmission,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_qtu_001,opt_qtu_001,QTU,High-Performance Blackwall Tires,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_qtu_001,opt_qtu_001,QTU,High-Performance Blackwall Tires,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_qtu_001,opt_qtu_001,QTU,High-Performance Blackwall Tires,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_qtu_001,opt_qtu_001,QTU,High-Performance Blackwall Tires,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_qtu_001,opt_qtu_001,QTU,High-Performance Blackwall Tires,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_qtu_001,opt_qtu_001,QTU,High-Performance Blackwall Tires,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_t0a_001,opt_t0a_001,T0A,Z51 Spoiler,sec_spoi_001,packages_performance,1lt_c07,coupe,1LT,available,True,0
2lt_c07__opt_t0a_001,opt_t0a_001,T0A,Z51 Spoiler,sec_spoi_001,packages_performance,2lt_c07,coupe,2LT,available,True,0
3lt_c07__opt_t0a_001,opt_t0a_001,T0A,Z51 Spoiler,sec_spoi_001,packages_performance,3lt_c07,coupe,3LT,available,True,0
1lt_c67__opt_t0a_001,opt_t0a_001,T0A,Z51 Spoiler,sec_spoi_001,packages_performance,1lt_c67,convertible,1LT,available,True,0
2lt_c67__opt_t0a_001,opt_t0a_001,T0A,Z51 Spoiler,sec_spoi_001,packages_performance,2lt_c67,convertible,2LT,available,True,0
3lt_c67__opt_t0a_001,opt_t0a_001,T0A,Z51 Spoiler,sec_spoi_001,packages_performance,3lt_c67,convertible,3LT,available,True,0
1lt_c07__opt_tr7_001,opt_tr7_001,TR7,Automatic Leveling Headlamp Control,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_tr7_001,opt_tr7_001,TR7,Automatic Leveling Headlamp Control,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_tr7_001,opt_tr7_001,TR7,Automatic Leveling Headlamp Control,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_tr7_001,opt_tr7_001,TR7,Automatic Leveling Headlamp Control,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
2lt_c67__opt_tr7_001,opt_tr7_001,TR7,Automatic Leveling Headlamp Control,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_tr7_001,opt_tr7_001,TR7,Automatic Leveling Headlamp Control,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_v08_001,opt_v08_001,V08,Heavy-Duty Cooling System,sec_incl_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_v08_001,opt_v08_001,V08,Heavy-Duty Cooling System,sec_incl_001,standard_equipment,2lt_c07,coupe,2LT,available,False,0
3lt_c07__opt_v08_001,opt_v08_001,V08,Heavy-Duty Cooling System,sec_incl_001,standard_equipment,3lt_c07,coupe,3LT,available,False,0
1lt_c67__opt_v08_001,opt_v08_001,V08,Heavy-Duty Cooling System,sec_incl_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_v08_001,opt_v08_001,V08,Heavy-Duty Cooling System,sec_incl_001,standard_equipment,2lt_c67,convertible,2LT,available,False,0
3lt_c67__opt_v08_001,opt_v08_001,V08,Heavy-Duty Cooling System,sec_incl_001,standard_equipment,3lt_c67,convertible,3LT,available,False,0
1lt_c07__opt_baz_001,opt_baz_001,BAZ,Stealth Interior Trim Package,sec_inte_001,interior_trim,1lt_c07,coupe,1LT,unavailable,True,695
2lt_c07__opt_baz_001,opt_baz_001,BAZ,Stealth Interior Trim Package,sec_inte_001,interior_trim,2lt_c07,coupe,2LT,available,True,695
3lt_c07__opt_baz_001,opt_baz_001,BAZ,Stealth Interior Trim Package,sec_inte_001,interior_trim,3lt_c07,coupe,3LT,available,True,695
1lt_c67__opt_baz_001,opt_baz_001,BAZ,Stealth Interior Trim Package,sec_inte_001,interior_trim,1lt_c67,convertible,1LT,unavailable,True,695
2lt_c67__opt_baz_001,opt_baz_001,BAZ,Stealth Interior Trim Package,sec_inte_001,interior_trim,2lt_c67,convertible,2LT,available,True,695
3lt_c67__opt_baz_001,opt_baz_001,BAZ,Stealth Interior Trim Package,sec_inte_001,interior_trim,3lt_c67,convertible,3LT,available,True,695
1lt_c07__opt_bv4_001,opt_bv4_001,BV4,Custom Personalized Plaque,sec_cust_001,delivery,1lt_c07,coupe,1LT,available,True,395
2lt_c07__opt_bv4_001,opt_bv4_001,BV4,Custom Personalized Plaque,sec_cust_001,delivery,2lt_c07,coupe,2LT,available,True,395
3lt_c07__opt_bv4_001,opt_bv4_001,BV4,Custom Personalized Plaque,sec_cust_001,delivery,3lt_c07,coupe,3LT,available,True,395
1lt_c67__opt_bv4_001,opt_bv4_001,BV4,Custom Personalized Plaque,sec_cust_001,delivery,1lt_c67,convertible,1LT,available,True,395
2lt_c67__opt_bv4_001,opt_bv4_001,BV4,Custom Personalized Plaque,sec_cust_001,delivery,2lt_c67,convertible,2LT,available,True,395
3lt_c67__opt_bv4_001,opt_bv4_001,BV4,Custom Personalized Plaque,sec_cust_001,delivery,3lt_c67,convertible,3LT,available,True,395
1lt_c07__opt_fa5_001,opt_fa5_001,FA5,Interior Carbon Fiber Trim,sec_inte_001,interior_trim,1lt_c07,coupe,1LT,unavailable,True,1795
2lt_c07__opt_fa5_001,opt_fa5_001,FA5,Interior Carbon Fiber Trim,sec_inte_001,interior_trim,2lt_c07,coupe,2LT,available,True,1795
3lt_c07__opt_fa5_001,opt_fa5_001,FA5,Interior Carbon Fiber Trim,sec_inte_001,interior_trim,3lt_c07,coupe,3LT,available,True,1795
1lt_c67__opt_fa5_001,opt_fa5_001,FA5,Interior Carbon Fiber Trim,sec_inte_001,interior_trim,1lt_c67,convertible,1LT,unavailable,True,1795
2lt_c67__opt_fa5_001,opt_fa5_001,FA5,Interior Carbon Fiber Trim,sec_inte_001,interior_trim,2lt_c67,convertible,2LT,available,True,1795
3lt_c67__opt_fa5_001,opt_fa5_001,FA5,Interior Carbon Fiber Trim,sec_inte_001,interior_trim,3lt_c67,convertible,3LT,available,True,1795
1lt_c07__opt_uqt_002,opt_uqt_002,UQT,Performance Data and Video Recorder,sec_inte_001,interior_trim,1lt_c07,coupe,1LT,available,True,1495
2lt_c07__opt_uqt_002,opt_uqt_002,UQT,Performance Data and Video Recorder,sec_inte_001,interior_trim,2lt_c07,coupe,2LT,unavailable,False,1495
3lt_c07__opt_uqt_002,opt_uqt_002,UQT,Performance Data and Video Recorder,sec_inte_001,interior_trim,3lt_c07,coupe,3LT,unavailable,False,1495
1lt_c67__opt_uqt_002,opt_uqt_002,UQT,Performance Data and Video Recorder,sec_inte_001,interior_trim,1lt_c67,convertible,1LT,available,True,1495
2lt_c67__opt_uqt_002,opt_uqt_002,UQT,Performance Data and Video Recorder,sec_inte_001,interior_trim,2lt_c67,convertible,2LT,unavailable,False,1495
3lt_c67__opt_uqt_002,opt_uqt_002,UQT,Performance Data and Video Recorder,sec_inte_001,interior_trim,3lt_c67,convertible,3LT,unavailable,False,1495
1lt_c07__opt_5jr_001,opt_5jr_001,5JR,Visible Carbon Fiber Outside Mirror Covers,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,unavailable,True,1395
2lt_c07__opt_5jr_001,opt_5jr_001,5JR,Visible Carbon Fiber Outside Mirror Covers,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,unavailable,True,1395
3lt_c07__opt_5jr_001,opt_5jr_001,5JR,Visible Carbon Fiber Outside Mirror Covers,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,1395
1lt_c67__opt_5jr_001,opt_5jr_001,5JR,Visible Carbon Fiber Outside Mirror Covers,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,unavailable,True,1395
2lt_c67__opt_5jr_001,opt_5jr_001,5JR,Visible Carbon Fiber Outside Mirror Covers,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,unavailable,True,1395
3lt_c67__opt_5jr_001,opt_5jr_001,5JR,Visible Carbon Fiber Outside Mirror Covers,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,1395
1lt_c07__opt_5v7_001,opt_5v7_001,5V7,Black Ground Effects,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,650
2lt_c07__opt_5v7_001,opt_5v7_001,5V7,Black Ground Effects,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,650
3lt_c07__opt_5v7_001,opt_5v7_001,5V7,Black Ground Effects,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,650
1lt_c67__opt_5v7_001,opt_5v7_001,5V7,Black Ground Effects,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,650
2lt_c67__opt_5v7_001,opt_5v7_001,5V7,Black Ground Effects,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,650
3lt_c67__opt_5v7_001,opt_5v7_001,5V7,Black Ground Effects,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,650
1lt_c07__opt_pcu_001,opt_pcu_001,PCU,Stingray Protection Package,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,1575
2lt_c07__opt_pcu_001,opt_pcu_001,PCU,Stingray Protection Package,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,1575
3lt_c07__opt_pcu_001,opt_pcu_001,PCU,Stingray Protection Package,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,1575
1lt_c67__opt_pcu_001,opt_pcu_001,PCU,Stingray Protection Package,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,1575
2lt_c67__opt_pcu_001,opt_pcu_001,PCU,Stingray Protection Package,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,1575
3lt_c67__opt_pcu_001,opt_pcu_001,PCU,Stingray Protection Package,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,1575
1lt_c07__opt_pcx_001,opt_pcx_001,PCX,Tech Bronze Accent Package,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,4595
2lt_c07__opt_pcx_001,opt_pcx_001,PCX,Tech Bronze Accent Package,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,4595
3lt_c07__opt_pcx_001,opt_pcx_001,PCX,Tech Bronze Accent Package,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,4595
1lt_c67__opt_pcx_001,opt_pcx_001,PCX,Tech Bronze Accent Package,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,4595
2lt_c67__opt_pcx_001,opt_pcx_001,PCX,Tech Bronze Accent Package,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,4595
3lt_c67__opt_pcx_001,opt_pcx_001,PCX,Tech Bronze Accent Package,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,4595
1lt_c07__opt_pdv_001,opt_pdv_001,PDV,Stingray R Appearance Package,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,750
2lt_c07__opt_pdv_001,opt_pdv_001,PDV,Stingray R Appearance Package,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,750
3lt_c07__opt_pdv_001,opt_pdv_001,PDV,Stingray R Appearance Package,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,750
1lt_c67__opt_pdv_001,opt_pdv_001,PDV,Stingray R Appearance Package,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,750
2lt_c67__opt_pdv_001,opt_pdv_001,PDV,Stingray R Appearance Package,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,750
3lt_c67__opt_pdv_001,opt_pdv_001,PDV,Stingray R Appearance Package,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,750
1lt_c07__opt_r88_001,opt_r88_001,R88,Illuminated Crossed Flags Front Emblem,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,695
2lt_c07__opt_r88_001,opt_r88_001,R88,Illuminated Crossed Flags Front Emblem,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,695
3lt_c07__opt_r88_001,opt_r88_001,R88,Illuminated Crossed Flags Front Emblem,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,695
1lt_c67__opt_r88_001,opt_r88_001,R88,Illuminated Crossed Flags Front Emblem,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,695
2lt_c67__opt_r88_001,opt_r88_001,R88,Illuminated Crossed Flags Front Emblem,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,695
3lt_c67__opt_r88_001,opt_r88_001,R88,Illuminated Crossed Flags Front Emblem,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,695
1lt_c07__opt_rik_001,opt_rik_001,RIK,Torch Red Rear Corvette Script Badge,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,395
2lt_c07__opt_rik_001,opt_rik_001,RIK,Torch Red Rear Corvette Script Badge,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,395
3lt_c07__opt_rik_001,opt_rik_001,RIK,Torch Red Rear Corvette Script Badge,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,395
1lt_c67__opt_rik_001,opt_rik_001,RIK,Torch Red Rear Corvette Script Badge,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,395
2lt_c67__opt_rik_001,opt_rik_001,RIK,Torch Red Rear Corvette Script Badge,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,395
3lt_c67__opt_rik_001,opt_rik_001,RIK,Torch Red Rear Corvette Script Badge,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,395
1lt_c07__opt_rin_001,opt_rin_001,RIN,Arctic White Rear Corvette Script Badge,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,440
2lt_c07__opt_rin_001,opt_rin_001,RIN,Arctic White Rear Corvette Script Badge,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,440
3lt_c07__opt_rin_001,opt_rin_001,RIN,Arctic White Rear Corvette Script Badge,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,440
1lt_c67__opt_rin_001,opt_rin_001,RIN,Arctic White Rear Corvette Script Badge,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,440
2lt_c67__opt_rin_001,opt_rin_001,RIN,Arctic White Rear Corvette Script Badge,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,440
3lt_c67__opt_rin_001,opt_rin_001,RIN,Arctic White Rear Corvette Script Badge,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,440
1lt_c07__opt_rnx_001,opt_rnx_001,RNX,Gray Stingray Logo Premium Outdoor Car Cover,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,495
2lt_c07__opt_rnx_001,opt_rnx_001,RNX,Gray Stingray Logo Premium Outdoor Car Cover,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,495
3lt_c07__opt_rnx_001,opt_rnx_001,RNX,Gray Stingray Logo Premium Outdoor Car Cover,sec_lpoe_001,accessories,3lt_c07,coupe,3LT,available,True,495
1lt_c67__opt_rnx_001,opt_rnx_001,RNX,Gray Stingray Logo Premium Outdoor Car Cover,sec_lpoe_001,accessories,1lt_c67,convertible,1LT,available,True,495
2lt_c67__opt_rnx_001,opt_rnx_001,RNX,Gray Stingray Logo Premium Outdoor Car Cover,sec_lpoe_001,accessories,2lt_c67,convertible,2LT,available,True,495
3lt_c67__opt_rnx_001,opt_rnx_001,RNX,Gray Stingray Logo Premium Outdoor Car Cover,sec_lpoe_001,accessories,3lt_c67,convertible,3LT,available,True,495
1lt_c07__opt_rwh_001,opt_rwh_001,RWH,Black Crossed Flags Premium Indoor Car Cover,sec_lpoe_001,accessories,1lt_c07,coupe,1LT,available,True,495
2lt_c07__opt_rwh_001,opt_rwh_001,RWH,Black Crossed Flags Premium Indoor Car Cover,sec_lpoe_001,accessories,2lt_c07,coupe,2LT,available,True,495
