proposal_selectable_id,proposal_status,model_key,section_family,section_name,category_name,display_label,display_description,source_description_raw,source_detail_raw,review_status,source_ref_ids
prop_zr1x_exterior_ref_drg_098945,proposal_only,zr1x,exterior,Exterior,Exterior,"Mirrors, outside, Carbon Flash Metallic-painted","Mirrors, outside, Carbon Flash Metallic-painted","Mirrors, outside, Carbon Flash Metallic-painted
1. Included and only available with (ZYC) Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped) or (5JR) outside mirror covers in visible Carbon Fiber, LPO.","Mirrors, outside, Carbon Flash Metallic-painted
1. Included and only available with (ZYC) Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped) or (5JR) outside mirror covers in visible Carbon Fiber, LPO.",needs_review,staging_variant_matrix_rows.csv:Exterior 4:45:97f3895030|staging_variant_matrix_rows.csv:Exterior 4:45:d4066c9d4b|staging_variant_matrix_rows.csv:Exterior 4:45:e4ad18f724|staging_variant_matrix_rows.csv:Exterior 4:45:ea7d092b0a
prop_zr1x_exterior_due,proposal_only,zr1x,exterior,Exterior,Exterior,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.","NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",proposal_only,staging_variant_matrix_rows.csv:Exterior 4:53:118c2a42c3|staging_variant_matrix_rows.csv:Exterior 4:53:45d3cae923|staging_variant_matrix_rows.csv:Exterior 4:53:539c3d2fcb|staging_variant_matrix_rows.csv:Exterior 4:53:6f34a24708
prop_zr1x_exterior_sb9,proposal_only,zr1x,exterior,Exterior,Exterior,"NEW!  LPO, Hood and Roof Decal Package, Genuine Corvette Accessory","NEW!  LPO, Hood and Roof Decal Package, Genuine Corvette Accessory","NEW!  LPO, Hood and Roof Decal Package, Genuine Corvette Accessory
1. Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).","NEW!  LPO, Hood and Roof Decal Package, Genuine Corvette Accessory
1. Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",proposal_only,staging_variant_matrix_rows.csv:Exterior 4:26:34e5d2a2e1|staging_variant_matrix_rows.csv:Exterior 4:26:4220038757|staging_variant_matrix_rows.csv:Exterior 4:26:b3645ddcb2|staging_variant_matrix_rows.csv:Exterior 4:26:cc029e2b56
prop_zr1x_exterior_ref_ufg_1a8e76,proposal_only,zr1x,exterior,Exterior,Exterior,Rear Cross Traffic Alert,Rear Cross Traffic Alert,Rear Cross Traffic Alert,Rear Cross Traffic Alert,needs_review,staging_variant_matrix_rows.csv:Exterior 4:49:2df4cc194c|staging_variant_matrix_rows.csv:Exterior 4:49:346442a3cb|staging_variant_matrix_rows.csv:Exterior 4:49:4b7e9b8efe|staging_variant_matrix_rows.csv:Exterior 4:49:b475c683b0
prop_zr1x_exterior_ref_ud7_d6013b,proposal_only,zr1x,exterior,Exterior,Exterior,Rear Park Assist,Rear Park Assist,Rear Park Assist,Rear Park Assist,needs_review,staging_variant_matrix_rows.csv:Exterior 4:50:2178f78edb|staging_variant_matrix_rows.csv:Exterior 4:50:2ca8c8298b|staging_variant_matrix_rows.csv:Exterior 4:50:49f9bb5ffc|staging_variant_matrix_rows.csv:Exterior 4:50:7dedb7635b
prop_zr1x_exterior_ref_c2z_3c122c,proposal_only,zr1x,exterior,Exterior,Exterior,"Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable",needs_review,staging_variant_matrix_rows.csv:Exterior 4:48:1cc06dd05e|staging_variant_matrix_rows.csv:Exterior 4:48:7bbac8fe43|staging_variant_matrix_rows.csv:Exterior 4:48:9d526a9d9b|staging_variant_matrix_rows.csv:Exterior 4:48:cb12c8a57c
prop_zr1x_exterior_ref_uft_8fa209,proposal_only,zr1x,exterior,Exterior,Exterior,Side Blind Zone Alert,Side Blind Zone Alert,Side Blind Zone Alert,Side Blind Zone Alert,needs_review,staging_variant_matrix_rows.csv:Exterior 4:51:1d3c7a54ec|staging_variant_matrix_rows.csv:Exterior 4:51:a340420ab9|staging_variant_matrix_rows.csv:Exterior 4:51:a582d458fa|staging_variant_matrix_rows.csv:Exterior 4:51:b46303ec0f
prop_zr1x_exterior_ref_t0e_e1ea7a,proposal_only,zr1x,exterior,Exterior,Exterior,"Spoiler, rear","Spoiler, rear","Spoiler, rear","Spoiler, rear",needs_review,staging_variant_matrix_rows.csv:Exterior 4:52:4a2d8075e8|staging_variant_matrix_rows.csv:Exterior 4:52:65981579fc|staging_variant_matrix_rows.csv:Exterior 4:52:722f95a75c|staging_variant_matrix_rows.csv:Exterior 4:52:86b0df68a4
prop_zr1x_exterior_dub,proposal_only,zr1x,exterior,Exterior,Exterior,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,proposal_only,staging_variant_matrix_rows.csv:Exterior 4:65:66863479d2|staging_variant_matrix_rows.csv:Exterior 4:65:66a163cc61|staging_variant_matrix_rows.csv:Exterior 4:65:82f6cc9a25|staging_variant_matrix_rows.csv:Exterior 4:65:e5889b70c5
prop_zr1x_exterior_ref_xfs_51abb2,proposal_only,zr1x,exterior,Exterior,Exterior,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance","Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance","Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance
1. Included and only available with (ZTK) ZTK Performance Package.","Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance
1. Included and only available with (ZTK) ZTK Performance Package.",needs_review,staging_variant_matrix_rows.csv:Exterior 4:68:35a60b99bb|staging_variant_matrix_rows.csv:Exterior 4:68:597f979b24|staging_variant_matrix_rows.csv:Exterior 4:68:a7689df176|staging_variant_matrix_rows.csv:Exterior 4:68:c6085129b8
prop_zr1x_exterior_ref_xfr_952cff,proposal_only,zr1x,exterior,Exterior,Exterior,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance","Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance","Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance","Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance",needs_review,staging_variant_matrix_rows.csv:Exterior 4:67:0f094b46a9|staging_variant_matrix_rows.csv:Exterior 4:67:3254b3e44c|staging_variant_matrix_rows.csv:Exterior 4:67:939401a7c2|staging_variant_matrix_rows.csv:Exterior 4:67:f3174f4d25
prop_zr1x_exterior_su1,proposal_only,zr1x,exterior,Exterior,Exterior,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, visible carbon fiber","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, visible carbon fiber","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, visible carbon fiber","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, visible carbon fiber",proposal_only,staging_variant_matrix_rows.csv:Exterior 4:73:9b0b2f55c5|staging_variant_matrix_rows.csv:Exterior 4:73:e06968e514|staging_variant_matrix_rows.csv:Exterior 4:73:f14deb7032|staging_variant_matrix_rows.csv:Exterior 4:73:fdc9e407d7
prop_zr1x_exterior_soh,proposal_only,zr1x,exterior,Exterior,Exterior,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Bright machined forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Bright machined forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Bright machined forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Bright machined forged aluminum",proposal_only,staging_variant_matrix_rows.csv:Exterior 4:72:01606ed15d|staging_variant_matrix_rows.csv:Exterior 4:72:082b40c62b|staging_variant_matrix_rows.csv:Exterior 4:72:5e33985471|staging_variant_matrix_rows.csv:Exterior 4:72:aee0cd303d
prop_zr1x_exterior_sog,proposal_only,zr1x,exterior,Exterior,Exterior,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Carbon Flash-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Carbon Flash-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Carbon Flash-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Carbon Flash-painted forged aluminum",proposal_only,staging_variant_matrix_rows.csv:Exterior 4:71:38f053ed44|staging_variant_matrix_rows.csv:Exterior 4:71:440b4d4596|staging_variant_matrix_rows.csv:Exterior 4:71:9f39e93b1e|staging_variant_matrix_rows.csv:Exterior 4:71:f2d3fa54f2
prop_zr1x_exterior_sof,proposal_only,zr1x,exterior,Exterior,Exterior,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Edge Blue-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Edge Blue-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Edge Blue-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Edge Blue-painted forged aluminum",proposal_only,staging_variant_matrix_rows.csv:Exterior 4:70:1e09d5edfe|staging_variant_matrix_rows.csv:Exterior 4:70:2e0726db8d|staging_variant_matrix_rows.csv:Exterior 4:70:584f9e7b53|staging_variant_matrix_rows.csv:Exterior 4:70:bae94d3007
prop_zr1x_exterior_ref_soj_273bd3,proposal_only,zr1x,exterior,Exterior,Exterior,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Sterling Silver-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Sterling Silver-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Sterling Silver-painted forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 20-spoke, Sterling Silver-painted forged aluminum",needs_review,staging_variant_matrix_rows.csv:Exterior 4:69:0e25e346e0|staging_variant_matrix_rows.csv:Exterior 4:69:5aef75011c|staging_variant_matrix_rows.csv:Exterior 4:69:66aebeb76b|staging_variant_matrix_rows.csv:Exterior 4:69:8d0d1e727d
prop_zr1x_exterior_norpo_b1524575,proposal_only,zr1x,exterior,Exterior,Exterior,"Wipers, front intermittent","Wipers, front intermittent","Wipers, front intermittent","Wipers, front intermittent",needs_review,staging_variant_matrix_rows.csv:Exterior 4:74:1730409f90|staging_variant_matrix_rows.csv:Exterior 4:74:ac7bb7fb2b|staging_variant_matrix_rows.csv:Exterior 4:74:e2bfdba6dd|staging_variant_matrix_rows.csv:Exterior 4:74:eb3a661f0c
prop_zr1x_exterior_tom,proposal_only,zr1x,exterior,Exterior,Exterior,"ZR1 Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler","ZR1 Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler","ZR1 Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler","ZR1 Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler",proposal_only,staging_variant_matrix_rows.csv:Exterior 4:5:037b6a9524|staging_variant_matrix_rows.csv:Exterior 4:5:5511210bca|staging_variant_matrix_rows.csv:Exterior 4:5:7cc4e39495|staging_variant_matrix_rows.csv:Exterior 4:5:dfd71ad346|staging_variant_matrix_rows.csv:Exterior 4:6:0bb88b1583|staging_variant_matrix_rows.csv:Exterior 4:6:7a21504837|staging_variant_matrix_rows.csv:Exterior 4:6:8ae4f3aaf3|staging_variant_matrix_rows.csv:Exterior 4:6:ac20ca4cbb
prop_zr1x_interior_prb,proposal_only,zr1x,interior,Interior,Interior,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.","3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.","3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.","3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.",proposal_only,staging_variant_matrix_rows.csv:Interior 4:52:a478d27fbd|staging_variant_matrix_rows.csv:Interior 4:52:cbd92e4238|staging_variant_matrix_rows.csv:Interior 4:52:e87ec75af6|staging_variant_matrix_rows.csv:Interior 4:52:fe98021f83
prop_zr1x_interior_r6p,proposal_only,zr1x,interior,Interior,Interior,3 Years SiriusXM,3 Years SiriusXM,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.","3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.",proposal_only,staging_variant_matrix_rows.csv:Interior 4:11:0f46ef7bcc|staging_variant_matrix_rows.csv:Interior 4:11:18f2dfe520|staging_variant_matrix_rows.csv:Interior 4:11:3790b9a9e8|staging_variant_matrix_rows.csv:Interior 4:11:a94919427d
prop_zr1x_interior_ref_u5g_c69d82,proposal_only,zr1x,interior,Interior,Interior,5G vehicle connectivity,5G vehicle connectivity,"5G vehicle connectivity
1. Terms and limitations apply. See onstar.com or dealer for details.","5G vehicle connectivity
1. Terms and limitations apply. See onstar.com or dealer for details.",needs_review,staging_variant_matrix_rows.csv:Interior 4:49:1e9510b109|staging_variant_matrix_rows.csv:Interior 4:49:95ba69be7e|staging_variant_matrix_rows.csv:Interior 4:49:a7d35e0a7b|staging_variant_matrix_rows.csv:Interior 4:49:c03bdaf950
prop_zr1x_interior_38s,proposal_only,zr1x,interior,Interior,Interior,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console","Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console","Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.","Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.",proposal_only,staging_variant_matrix_rows.csv:Interior 4:85:07a2e481ad|staging_variant_matrix_rows.csv:Interior 4:85:1a1dc6a6be|staging_variant_matrix_rows.csv:Interior 4:85:43a5cb7a55|staging_variant_matrix_rows.csv:Interior 4:85:b21e43a0fd
prop_zr1x_interior_ref_cj2_b1f761,proposal_only,zr1x,interior,Interior,Interior,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display","Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display","Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display","Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",needs_review,staging_variant_matrix_rows.csv:Interior 4:5:b73ec32a92|staging_variant_matrix_rows.csv:Interior 4:5:c9c7eeb895|staging_variant_matrix_rows.csv:Interior 4:5:f37cb7a1bf|staging_variant_matrix_rows.csv:Interior 4:5:fa3447c953
prop_zr1x_interior_norpo_6cc1585d,proposal_only,zr1x,interior,Interior,Interior,Air filtration system with pollen filter,Air filtration system with pollen filter,Air filtration system with pollen filter,Air filtration system with pollen filter,needs_review,staging_variant_matrix_rows.csv:Interior 4:6:36c3a086ee|staging_variant_matrix_rows.csv:Interior 4:6:8a3db4b89c|staging_variant_matrix_rows.csv:Interior 4:6:964aa1163f|staging_variant_matrix_rows.csv:Interior 4:6:b723ef80b1
prop_zr1x_interior_ref_aj7_51720c,proposal_only,zr1x,interior,Interior,Interior,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System","Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System","Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.","Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",needs_review,staging_variant_matrix_rows.csv:Interior 4:4:020e7e818d|staging_variant_matrix_rows.csv:Interior 4:4:164e8c0dff|staging_variant_matrix_rows.csv:Interior 4:4:1afe089740|staging_variant_matrix_rows.csv:Interior 4:4:48db833b86
prop_zr1x_interior_ref_uqh_684282,proposal_only,zr1x,interior,Interior,Interior,"Audio system feature, Bose Performance Series Sound System with 14 speakers","Audio system feature, Bose Performance Series Sound System with 14 speakers","Audio system feature, Bose Performance Series Sound System with 14 speakers","Audio system feature, Bose Performance Series Sound System with 14 speakers",needs_review,staging_variant_matrix_rows.csv:Interior 4:9:10f446e0b0|staging_variant_matrix_rows.csv:Interior 4:9:7293324263|staging_variant_matrix_rows.csv:Interior 4:9:bcb4f96460|staging_variant_matrix_rows.csv:Interior 4:9:d59bc61aa3
prop_zr1x_interior_ref_uqs_edfcfc,proposal_only,zr1x,interior,Interior,Interior,"Audio system feature, Bose Premium 10-speaker system","Audio system feature, Bose Premium 10-speaker system","Audio system feature, Bose Premium 10-speaker system","Audio system feature, Bose Premium 10-speaker system",needs_review,staging_variant_matrix_rows.csv:Interior 4:8:24993c19cc|staging_variant_matrix_rows.csv:Interior 4:8:2f37df69e2|staging_variant_matrix_rows.csv:Interior 4:8:6f2ac4b39e|staging_variant_matrix_rows.csv:Interior 4:8:dc211645c3
prop_zr1x_interior_ref_ap9_28b256,proposal_only,zr1x,interior,Interior,Interior,"Cargo nets, 2","Cargo nets, 2","Cargo nets, 2","Cargo nets, 2",needs_review,staging_variant_matrix_rows.csv:Interior 4:12:075eb5a879|staging_variant_matrix_rows.csv:Interior 4:12:1582996c8f|staging_variant_matrix_rows.csv:Interior 4:12:ab5f0bd275|staging_variant_matrix_rows.csv:Interior 4:12:ed59668003
prop_zr1x_interior_d30,proposal_only,zr1x,interior,Interior,Interior,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations","Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations","Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge.","Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge.",proposal_only,staging_variant_matrix_rows.csv:Interior 4:13:246c9844fe|staging_variant_matrix_rows.csv:Interior 4:13:261841f577|staging_variant_matrix_rows.csv:Interior 4:13:55881704a7|staging_variant_matrix_rows.csv:Interior 4:13:778d978719
prop_zr1x_interior_ref_u80_8524d3,proposal_only,zr1x,interior,Interior,Interior,"Compass, digital","Compass, digital","Compass, digital","Compass, digital",needs_review,staging_variant_matrix_rows.csv:Interior 4:15:057112fbd1|staging_variant_matrix_rows.csv:Interior 4:15:5fb01e1973|staging_variant_matrix_rows.csv:Interior 4:15:a1fbde4e1c|staging_variant_matrix_rows.csv:Interior 4:15:a3b49543cd
prop_zr1x_interior_36s,proposal_only,zr1x,interior,Interior,Interior,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console","Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console","Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior.","Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior.",proposal_only,staging_variant_matrix_rows.csv:Interior 4:86:237881267f|staging_variant_matrix_rows.csv:Interior 4:86:68452e80d2|staging_variant_matrix_rows.csv:Interior 4:86:7e65234d98|staging_variant_matrix_rows.csv:Interior 4:86:c0a3207c0d
prop_zr1x_interior_norpo_7a5ed39f,proposal_only,zr1x,interior,Interior,Interior,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage","Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage","Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage","Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",needs_review,staging_variant_matrix_rows.csv:Interior 4:16:5efbf7af79|staging_variant_matrix_rows.csv:Interior 4:16:a025a1514f|staging_variant_matrix_rows.csv:Interior 4:16:e78c820466|staging_variant_matrix_rows.csv:Interior 4:16:fc1f89259c
prop_zr1x_interior_norpo_7210b5e2,proposal_only,zr1x,interior,Interior,Interior,"Cruise control, electronic with set and resume speed","Cruise control, electronic with set and resume speed","Cruise control, electronic with set and resume speed","Cruise control, electronic with set and resume speed",needs_review,staging_variant_matrix_rows.csv:Interior 4:17:4bb2f4090b|staging_variant_matrix_rows.csv:Interior 4:17:4d34017760|staging_variant_matrix_rows.csv:Interior 4:17:aa2fc84f94|staging_variant_matrix_rows.csv:Interior 4:17:d0765ef3eb
prop_zr1x_interior_r6x,proposal_only,zr1x,interior,Interior,Interior,Custom Interior Trim and Seat Combination,Custom Interior Trim and Seat Combination,"Custom Interior Trim and Seat Combination
1. SOLD orders only. Requires (HMO/HVV) Jet Black/Sky Cool Gray, (HZB/HVT) Sky Cool Gray/Jet Black, (HU0/HXO) Jet Black/Adrenaline Red, (HUU/HZP) Adrenaline Red/Jet Black interiors. See Custom Interior Trim and Seat Combinations color and trim chart.","Custom Interior Trim and Seat Combination
1. SOLD orders only. Requires (HMO/HVV) Jet Black/Sky Cool Gray, (HZB/HVT) Sky Cool Gray/Jet Black, (HU0/HXO) Jet Black/Adrenaline Red, (HUU/HZP) Adrenaline Red/Jet Black interiors. See Custom Interior Trim and Seat Combinations color and trim chart.",proposal_only,staging_variant_matrix_rows.csv:Interior 4:14:4a6d9159cf|staging_variant_matrix_rows.csv:Interior 4:14:aaf9e3a63f|staging_variant_matrix_rows.csv:Interior 4:14:adfc5374f8|staging_variant_matrix_rows.csv:Interior 4:14:d708e0ef55
prop_zr1x_interior_norpo_2ef9b7b1,proposal_only,zr1x,interior,Interior,Interior,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console","Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console","Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.","Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",needs_review,staging_variant_matrix_rows.csv:Interior 4:88:3355b3b4b1|staging_variant_matrix_rows.csv:Interior 4:88:73dcb66796|staging_variant_matrix_rows.csv:Interior 4:88:d6d5e4e42c|staging_variant_matrix_rows.csv:Interior 4:88:f542b31940
