source_ref_id,source_sheet,source_row,guide_family,model_key,model_key_confidence,price_block_label,raw_values,notes,review_status
staging_price_rows.csv:Price Schedule:78:20cba17bf7,Price Schedule,78,corvette,,,raw_price_schedule_row,"["""",""R6P"",""3 Years, SIRIUSXM (Non-Transferable)"","""",""299"",""0"",""299"",""272.09"",""263.12"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:79:0f7d8036ba,Price Schedule,79,corvette,,,raw_price_schedule_row,"["""",""R9V"",""3 Years of Mobile Service Plus"","""",""599"",""0"",""599"",""545.09"",""527.12"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:80:86b52ff2b8,Price Schedule,80,corvette,,,raw_price_schedule_row,"["""",""R9Y"",""1 Year of Mobile Service Plus"","""",""199"",""0"",""199"",""181.09"",""175.12"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:81:46e2a36282,Price Schedule,81,corvette,,,raw_price_schedule_row,"["""",""Convertible Top:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:82:030cd3d57f,Price Schedule,82,corvette,,,raw_price_schedule_row,"["""",""D84"",""Carbon Flash Painted Nacelles and Roof"",""Convertible Only"",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:83:d0fa6193fc,Price Schedule,83,corvette,,,raw_price_schedule_row,"["""",""D86"",""Carbon Flash Painted Nacelles and Body-Color Roof"",""Convertible Only"",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:84:9a453069bd,Price Schedule,84,corvette,,,raw_price_schedule_row,"["""",""Dealer Installed:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:85:347901f413,Price Schedule,85,corvette,,,raw_price_schedule_row,"["""",""5DG"",""20-spoke Tech Bronze forged aluminum wheels"",""Stingray"",""4395"",""0"",""4395"",""3999.45"",""3867.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:86:5076ce9549,Price Schedule,86,corvette,,,raw_price_schedule_row,"["""",""5DH"",""Spider design, Satin Graphite forged aluminum with Red stripe wheels"",""Z06"",""4450"",""0"",""4450"",""4049.5"",""3916"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:87:529bf0befe,Price Schedule,87,corvette,,,raw_price_schedule_row,"["""",""5DK"",""Spider design, Tech Bronze forged aluminum wheels"",""Z06"",""4450"",""0"",""4450"",""4049.5"",""3916"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:88:318938d701,Price Schedule,88,corvette,,,raw_price_schedule_row,"["""",""5DO"",""15-spoke Bright Polished machined aluminum wheels"",""Stingray"",""4395"",""0"",""4395"",""3999.45"",""3867.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:89:051b980a42,Price Schedule,89,corvette,,,raw_price_schedule_row,"["""",""5JR"",""Outside Mirror Covers in Visible Carbon Fiber"","""",""1395"",""0"",""1395"",""1269.45"",""1227.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:90:928a8269c5,Price Schedule,90,corvette,,,raw_price_schedule_row,"["""",""5V5"",""Exposed Carbon Fiber spoiler"",""Z06 & Grand Sport X"",""5995"",""0"",""5995"",""5455.45"",""5275.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:91:729cba2c7e,Price Schedule,91,corvette,,,raw_price_schedule_row,"["""",""5V5"",""Exposed Carbon Fiber spoiler"",""Stingray"",""8250"",""0"",""8250"",""7507.5"",""7260"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:92:2cfc1a3cd0,Price Schedule,92,corvette,,,raw_price_schedule_row,"["""",""5V7"",""Ground Effects, Black"",""Stingray"",""650"",""0"",""650"",""591.5"",""572"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:93:603c5b342c,Price Schedule,93,corvette,,,raw_price_schedule_row,"["""",""5VM"",""Visible Carbon Fiber Ground Effects"","""",""8295"",""0"",""8295"",""7548.45"",""7299.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:94:515c9e1321,Price Schedule,94,corvette,,,raw_price_schedule_row,"["""",""5W8"",""Carbon Fiber Ground Effects, Carbon Flash Metallic-painted"","""",""7295"",""0"",""7295"",""6638.45"",""6419.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:95:c025730b9e,Price Schedule,95,corvette,,,raw_price_schedule_row,"["""",""5ZB"",""Grand Sport logo wheel center caps"","""",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:96:99600b1481,Price Schedule,96,corvette,,,raw_price_schedule_row,"["""",""5ZC"",""Jake Logo Wheel Center Caps"","""",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:97:d9057dd7ff,Price Schedule,97,corvette,,,raw_price_schedule_row,"["""",""5ZD"",""Carbon Flash Center Caps"","""",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:98:b48f9f97b9,Price Schedule,98,corvette,,,raw_price_schedule_row,"["""",""5ZU"",""High Wing Spoiler, Body Color"",""Stingray"",""1395"",""0"",""1395"",""1269.45"",""1227.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:99:e94fc055a5,Price Schedule,99,corvette,,,raw_price_schedule_row,"["""",""5ZV"",""Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted"","""",""2075"",""0"",""2075"",""1888.25"",""1826"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:100:15a12901c6,Price Schedule,100,corvette,,,raw_price_schedule_row,"["""",""5ZZ"",""High wing spoiler, Carbon Flash Metallic-painted"","""",""1550"",""0"",""1550"",""1410.5"",""1364"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:101:2e50f9093b,Price Schedule,101,corvette,,,raw_price_schedule_row,"["""",""CAV"",""Contoured cargo area liners with Jake logo"","""",""230"",""0"",""230"",""209.3"",""202.4"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:102:ad0ff540ff,Price Schedule,102,corvette,,,raw_price_schedule_row,"["""",""PCQ"",""Grille Screen Protection Package"",""Stingray"",""1375"",""0"",""1375"",""1251.25"",""1210"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:103:4b2a2c7a94,Price Schedule,103,corvette,,,raw_price_schedule_row,"["""",""PCQ"",""Grille Screen Protection Package"","""",""1675"",""0"",""1675"",""1524.25"",""1474"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:104:20aa257b6a,Price Schedule,104,corvette,,,raw_price_schedule_row,"["""",""PCU"",""Stingray Protection Package"","""",""1575"",""0"",""1575"",""1433.25"",""1386"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:105:8fd73d60de,Price Schedule,105,corvette,,,raw_price_schedule_row,"["""",""PCX"",""Tech Bronze Accent Package"",""Stingray"",""4595"",""0"",""4595"",""4181.45"",""4043.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:106:018b59e7e5,Price Schedule,106,corvette,,,raw_price_schedule_row,"["""",""PCZ"",""Tech Bronze Accent Package"",""Z06"",""5295"",""0"",""5295"",""4818.45"",""4659.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:107:7b39f0e673,Price Schedule,107,corvette,,,raw_price_schedule_row,"["""",""PDA"",""Jake C8.R Graphics Package"","""",""950"",""0"",""950"",""864.5"",""836"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:108:b5489fb8a1,Price Schedule,108,corvette,,,raw_price_schedule_row,"["""",""PDV"",""Stingray R Appearance Package"",""Stingray"",""750"",""0"",""750"",""682.5"",""660"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:109:600a85f985,Price Schedule,109,corvette,,,raw_price_schedule_row,"["""",""PDY"",""Roadside Safety Package"",""Includes First Aid Kit and Highway Safety Kit"",""195"",""0"",""195"",""177.45"",""171.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:110:e6665fd299,Price Schedule,110,corvette,,,raw_price_schedule_row,"["""",""PEF"",""Contoured Liner Protection Package"","""",""475"",""0"",""475"",""432.25"",""418"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:111:b069a32229,Price Schedule,111,corvette,,,raw_price_schedule_row,"["""",""R88"",""Illuminated crossed flags emblem"","""",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:112:cb49fa3b0c,Price Schedule,112,corvette,,,raw_price_schedule_row,"["""",""RIA"",""All-weather floor liners with Jake logo"","""",""265"",""0"",""265"",""241.15"",""233.2"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:113:39f99b7843,Price Schedule,113,corvette,,,raw_price_schedule_row,"["""",""RIK"",""Rear Corvette Script, Painted in Torch Red"","""",""395"",""0"",""395"",""359.45"",""347.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:114:762b9269e3,Price Schedule,114,corvette,,,raw_price_schedule_row,"["""",""RIN"",""Rear Corvette Script, Painted in Arctic White"","""",""440"",""0"",""440"",""400.4"",""387.2"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:115:4289bdbc68,Price Schedule,115,corvette,,,raw_price_schedule_row,"["""",""RNX"",""Premium Outdoor Car Cover in Gray with Stingray Logo and Access Panels"",""Stingray"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:116:99583e7def,Price Schedule,116,corvette,,,raw_price_schedule_row,"["""",""RWH"",""Premium Indoor Car Cover in Black with Crossed Flags Logo"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:117:509ca66a5c,Price Schedule,117,corvette,,,raw_price_schedule_row,"["""",""RWJ"",""Premium Outdoor Car Cover in Gray with Crossed Flags Logo and Corvette Silhouette"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:118:1d522e3953,Price Schedule,118,corvette,,,raw_price_schedule_row,"["""",""RWU"",""Collapsible Cargo Area Organizer"","""",""175"",""0"",""175"",""159.25"",""154"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:119:2ce7446bdd,Price Schedule,119,corvette,,,raw_price_schedule_row,"["""",""RXH"",""Wheel Center Caps in Silver with Stingray Logo and Red Outline"",""Stingray"",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:120:1029607c68,Price Schedule,120,corvette,,,raw_price_schedule_row,"["""",""RXI"",""LT6 Visible Carbon Fiber Engine Cover"",""Z06"",""2495"",""0"",""2495"",""2270.45"",""2195.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:121:ee129a76de,Price Schedule,121,corvette,,,raw_price_schedule_row,"["""",""RXJ"",""Wheel Center Caps in Black with Gray Stingray Logo"",""Stingray"",""275"",""0"",""275"",""250.25"",""242"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:122:11b0986e8a,Price Schedule,122,corvette,,,raw_price_schedule_row,"["""",""RYT"",""First Aid Kit"","""",""60"",""0"",""60"",""54.6"",""52.8"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:123:07b816bd9e,Price Schedule,123,corvette,,,raw_price_schedule_row,"["""",""RZ9"",""Visible Carbon Fiber grille insert"","""",""2495"",""0"",""2495"",""2270.45"",""2195.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:124:8c8a69fe18,Price Schedule,124,corvette,,,raw_price_schedule_row,"["""",""S08"",""Highway Safety Kit"","""",""150"",""0"",""150"",""136.5"",""132"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:125:90f996e483,Price Schedule,125,corvette,,,raw_price_schedule_row,"["""",""S2L"",""Set of Premium Leather Weekend Travel Bags"","""",""1695"",""0"",""1695"",""1542.45"",""1491.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:126:4ee1801a34,Price Schedule,126,corvette,,,raw_price_schedule_row,"["""",""S47"",""Chrome Lug Nuts"","""",""275"",""0"",""275"",""250.25"",""242"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:127:5f2a0798cb,Price Schedule,127,corvette,,,raw_price_schedule_row,"["""",""SB7"",""Corvette Racing Themed Graphics"",""Stingray"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:128:073163bfc0,Price Schedule,128,corvette,,,raw_price_schedule_row,"["""",""SB9"",""Hood and Roof Decal Package"","""",""895"",""0"",""895"",""814.45"",""787.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:129:3ac428ffe0,Price Schedule,129,corvette,,,raw_price_schedule_row,"["""",""SBT"",""Dual Roof Package"","""",""2525"",""0"",""2525"",""2297.75"",""2222"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:130:a7e55c7c5e,Price Schedule,130,corvette,,,raw_price_schedule_row,"["""",""SC7"",""Roof Panel Storage Pouch"","""",""195"",""0"",""195"",""177.45"",""171.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:131:41adffb120,Price Schedule,131,corvette,,,raw_price_schedule_row,"["""",""SDA"",""Recovery Hook, Black"","""",""150"",""0"",""150"",""136.5"",""132"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:132:e0e72fac19,Price Schedule,132,corvette,,,raw_price_schedule_row,"["""",""SFE"",""Chrome Wheel Locks"","""",""125"",""0"",""125"",""113.75"",""110"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:133:4c2cc47e7f,Price Schedule,133,corvette,,,raw_price_schedule_row,"["""",""SFZ"",""Dark Stealth crossed flags emblem"","""",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:134:da6935a4f8,Price Schedule,134,corvette,,,raw_price_schedule_row,"["""",""SG1"",""Z06 Badge in Edge Red"",""Z06"",""325"",""0"",""325"",""295.75"",""286"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:135:ed6847cfd1,Price Schedule,135,corvette,,,raw_price_schedule_row,"["""",""SHQ"",""Fender hash stripes, Silver with Carbon Flash Metallic accent"","""",""295"",""0"",""295"",""268.45"",""259.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:136:9795c01b33,Price Schedule,136,corvette,,,raw_price_schedule_row,"["""",""SHT"",""Jake Hood Graphic with Tech Bronze Accent"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:137:2e0137e21d,Price Schedule,137,corvette,,,raw_price_schedule_row,"["""",""SHW"",""Fender Hash Stripes, Carbon Flash Metallic with Edge Red Accent"",""Stingray"",""295"",""0"",""295"",""268.45"",""259.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:138:135d779dfd,Price Schedule,138,corvette,,,raw_price_schedule_row,"["""",""SIG"",""Spoiler extension, clear smoked center bridge with Jake logo"","""",""425"",""0"",""425"",""386.75"",""374"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:139:dea1117b9e,Price Schedule,139,corvette,,,raw_price_schedule_row,"["""",""SL1"",""Premium Indoor Car Cover in Red with Stingray Logo"",""Stingray"",""475"",""0"",""475"",""432.25"",""418"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:140:497196e188,Price Schedule,140,corvette,,,raw_price_schedule_row,"["""",""SL8"",""Rear Corvette Script, Painted in Edge Red"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:141:1e1353f023,Price Schedule,141,corvette,,,raw_price_schedule_row,"["""",""SL9"",""Engine Specification Plaque"","""",""125"",""0"",""125"",""113.75"",""110"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:142:8866b8f75f,Price Schedule,142,corvette,,,raw_price_schedule_row,"["""",""SLK"",""Rear Hatch Brace - Edge Red"","""",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:143:6c21d80942,Price Schedule,143,corvette,,,raw_price_schedule_row,"["""",""SLN"",""Visible carbon fiber engine cross brace"","""",""2895"",""0"",""2895"",""2634.45"",""2547.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:144:3c1121ae21,Price Schedule,144,corvette,,,raw_price_schedule_row,"["""",""SNE"",""Jake Hood Graphic"","""",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:145:3d9e68b263,Price Schedule,145,corvette,,,raw_price_schedule_row,"["""",""SNG"",""Fender hash stripes, Carbon Flash Metallic with Tech Bronze accent"","""",""320"",""0"",""320"",""291.2"",""281.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:146:0021c52dde,Price Schedule,146,corvette,,,raw_price_schedule_row,"["""",""SPY"",""Black Lug Nuts"","""",""320"",""0"",""320"",""291.2"",""281.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:147:7158da8432,Price Schedule,147,corvette,,,raw_price_schedule_row,"["""",""SPZ"",""Black Wheel Locks"","""",""105"",""0"",""105"",""95.55"",""92.4"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:148:ae80937d40,Price Schedule,148,corvette,,,raw_price_schedule_row,"["""",""STI"",""Composite rocker extensions"",""Stingray"",""675"",""0"",""675"",""614.25"",""594"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:149:618cb3debe,Price Schedule,149,corvette,,,raw_price_schedule_row,"["""",""SUP"",""Grand Sport badges in Red"","""",""295"",""0"",""295"",""268.45"",""259.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:150:07888a0119,Price Schedule,150,corvette,,,raw_price_schedule_row,"["""",""SXB"",""Suede Front and Rear Luggage Compartment Trim, Black"","""",""2095"",""0"",""2095"",""1906.45"",""1843.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:151:fd9bd85892,Price Schedule,151,corvette,,,raw_price_schedule_row,"["""",""SXR"",""Suede Front and Rear Luggage Compartment Trim, Red"","""",""2095"",""0"",""2095"",""1906.45"",""1843.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:152:c031c6e548,Price Schedule,152,corvette,,,raw_price_schedule_row,"["""",""SXT"",""Suede Front and Rear Luggage Compartment Trim, Tan"","""",""2695"",""0"",""2695"",""2452.45"",""2371.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
