exclusion_rule_id,source_selector_type,source_selector_id,source_must_be_selected,target_selector_type,target_selector_id,scope_condition_set_id,directionality,violation_behavior,message,priority,active,normalized_pair_key,legacy_rule_id,compiler_support_required,dry_run_notes
excl_rik_sl8,selectable,opt_rik_001,true,selectable,opt_sl8_001,,directional_preserved,disable_and_block,Conflicts with SL8.,179,true,opt_rik_001<->opt_sl8_001,rule_opt_rik_001_excludes_opt_sl8_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_rin_rik,selectable,opt_rin_001,true,selectable,opt_rik_001,,directional_preserved,disable_and_block,Conflicts with RIK.,180,true,opt_rik_001<->opt_rin_001,rule_opt_rin_001_excludes_opt_rik_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_rin_sl8,selectable,opt_rin_001,true,selectable,opt_sl8_001,,directional_preserved,disable_and_block,Conflicts with SL8.,181,true,opt_rin_001<->opt_sl8_001,rule_opt_rin_001_excludes_opt_sl8_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_rnx_5zz,selectable,opt_rnx_001,true,selectable,opt_5zz_001,,directional,disable_and_block,Conflicts with 5ZZ.,182,true,opt_5zz_001<->opt_rnx_001,rule_opt_rnx_001_excludes_opt_5zz_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_rnx_z51,selectable,opt_rnx_001,true,selectable,opt_z51_001,,directional,disable_and_block,Conflicts with Z51.,183,true,opt_rnx_001<->opt_z51_001,rule_opt_rnx_001_excludes_opt_z51_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_rwj_z51,selectable,opt_rwj_001,true,selectable,opt_z51_001,,directional,disable_and_block,Conflicts with Z51.,184,true,opt_rwj_001<->opt_z51_001,rule_opt_rwj_001_excludes_opt_z51_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_s47_spy,selectable,opt_s47_001,true,selectable,opt_spy_001,,directional_preserved,disable_and_block,Conflicts with SPY.,185,true,opt_s47_001<->opt_spy_001,rule_opt_s47_001_excludes_opt_spy_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfe_spy,selectable,opt_sfe_001,true,selectable,opt_spy_001,,directional,disable_and_block,Conflicts with SPY.,186,true,opt_sfe_001<->opt_spy_001,rule_opt_sfe_001_excludes_opt_spy_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dpb,selectable,opt_sfz_001,true,selectable,opt_dpb_001,,directional,disable_and_block,Conflicts with DPB.,187,true,opt_dpb_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dpb_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dpc,selectable,opt_sfz_001,true,selectable,opt_dpc_001,,directional,disable_and_block,Conflicts with DPC.,188,true,opt_dpc_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dpc_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dpg,selectable,opt_sfz_001,true,selectable,opt_dpg_001,,directional,disable_and_block,Conflicts with DPG.,189,true,opt_dpg_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dpg_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dpl,selectable,opt_sfz_001,true,selectable,opt_dpl_001,,directional,disable_and_block,Conflicts with DPL.,190,true,opt_dpl_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dpl_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dpt,selectable,opt_sfz_001,true,selectable,opt_dpt_001,,directional,disable_and_block,Conflicts with DPT.,191,true,opt_dpt_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dpt_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dsy,selectable,opt_sfz_001,true,selectable,opt_dsy_001,,directional,disable_and_block,Conflicts with DSY.,192,true,opt_dsy_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dsy_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dsz,selectable,opt_sfz_001,true,selectable,opt_dsz_001,,directional,disable_and_block,Conflicts with DSZ.,193,true,opt_dsz_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dsz_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dt0,selectable,opt_sfz_001,true,selectable,opt_dt0_001,,directional,disable_and_block,Conflicts with DT0.,194,true,opt_dt0_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dt0_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dth,selectable,opt_sfz_001,true,selectable,opt_dth_001,,directional,disable_and_block,Conflicts with DTH.,195,true,opt_dth_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dth_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_dub,selectable,opt_sfz_001,true,selectable,opt_dub_001,,directional,disable_and_block,Conflicts with DUB.,196,true,opt_dub_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_dub_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_due,selectable,opt_sfz_001,true,selectable,opt_due_001,,directional,disable_and_block,Conflicts with DUE.,197,true,opt_due_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_due_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_duk,selectable,opt_sfz_001,true,selectable,opt_duk_001,,directional,disable_and_block,Conflicts with DUK.,198,true,opt_duk_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_duk_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_duw,selectable,opt_sfz_001,true,selectable,opt_duw_001,,directional,disable_and_block,Conflicts with DUW.,199,true,opt_duw_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_duw_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sfz_eyk,selectable,opt_sfz_001,true,selectable,opt_eyk_001,,directional,disable_and_block,Conflicts with EYK.,200,true,opt_eyk_001<->opt_sfz_001,rule_opt_sfz_001_excludes_opt_eyk_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sht_pdv,selectable,opt_sht_001,true,selectable,opt_pdv_001,,directional,disable_and_block,Conflicts with PDV.,201,true,opt_pdv_001<->opt_sht_001,rule_opt_sht_001_excludes_opt_pdv_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sl8_rik,selectable,opt_sl8_001,true,selectable,opt_rik_001,,directional_preserved,disable_and_block,Conflicts with RIK.,202,true,opt_rik_001<->opt_sl8_001,rule_opt_sl8_001_excludes_opt_rik_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sl8_rin,selectable,opt_sl8_001,true,selectable,opt_rin_001,,directional_preserved,disable_and_block,Conflicts with RIN.,203,true,opt_rin_001<->opt_sl8_001,rule_opt_sl8_001_excludes_opt_rin_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_spy_s47,selectable,opt_spy_001,true,selectable,opt_s47_001,,directional_preserved,disable_and_block,Conflicts with S47.,204,true,opt_s47_001<->opt_spy_001,rule_opt_spy_001_excludes_opt_s47_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sti_5v7,selectable,opt_sti_001,true,selectable,opt_5v7_001,,directional_preserved,disable_and_block,Conflicts with 5V7.,205,true,opt_5v7_001<->opt_sti_001,rule_opt_sti_001_excludes_opt_5v7_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sti_5vm,selectable,opt_sti_001,true,selectable,opt_5vm_001,,directional_preserved,disable_and_block,Conflicts with opt_5vm_001.,206,true,opt_5vm_001<->opt_sti_001,rule_opt_sti_001_excludes_opt_5vm_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_sti_5w8,selectable,opt_sti_001,true,selectable,opt_5w8_001,,directional_preserved,disable_and_block,Conflicts with opt_5w8_001.,207,true,opt_5w8_001<->opt_sti_001,rule_opt_sti_001_excludes_opt_5w8_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
excl_wkq_5zz,selectable,opt_wkq_001,true,selectable,opt_5zz_001,,directional,disable_and_block,Conflicts with 5ZZ.,208,true,opt_5zz_001<->opt_wkq_001,rule_opt_wkq_001_excludes_opt_5zz_001,dependency_rules_excludes_emit_legacy_rule,Dedicated-table comparison draft only. Not preferred unless dependency_rules.csv becomes semantically muddy in later implementation.
