relationship_key,legacy_id,source_id,source_label,target_id,target_label,source_section,target_section,source_rpo,target_rpo,inverse_pair_key,has_inverse_pair,same_section,section_pattern,bucket,confidence,evidence_detail,proposed_schema_action,notes
legacy_rel_0104,rule_opt_pcx_001_excludes_opt_dpc_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DPC,opt_dpc_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0105,rule_opt_pcx_001_excludes_opt_dpg_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DPG,opt_dpg_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0106,rule_opt_pcx_001_excludes_opt_dpl_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DPL,opt_dpl_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0107,rule_opt_pcx_001_excludes_opt_dpt_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DPT,opt_dpt_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0108,rule_opt_pcx_001_excludes_opt_dsy_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DSY,opt_dsy_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0109,rule_opt_pcx_001_excludes_opt_dsz_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DSZ,opt_dsz_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0110,rule_opt_pcx_001_excludes_opt_dt0_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DT0,opt_dt0_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0111,rule_opt_pcx_001_excludes_opt_dth_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DTH,opt_dth_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0112,rule_opt_pcx_001_excludes_opt_dub_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DUB,opt_dub_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0113,rule_opt_pcx_001_excludes_opt_due_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DUE,opt_due_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0114,rule_opt_pcx_001_excludes_opt_duk_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DUK,opt_duk_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0115,rule_opt_pcx_001_excludes_opt_duw_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,LPO Exterior,Stripes,PCX,DUW,opt_duw_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0116,rule_opt_pcx_001_excludes_opt_dzu_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dzu_001,Carbon Flash/Competition Yellow Stinger Stripe,LPO Exterior,Stripes,PCX,DZU,opt_dzu_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0117,rule_opt_pcx_001_excludes_opt_dzv_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dzv_001,Carbon Flash/Midnight Silver Stinger Stripe,LPO Exterior,Stripes,PCX,DZV,opt_dzv_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0118,rule_opt_pcx_001_excludes_opt_dzx_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dzx_001,Carbon Flash/Edge Red Stinger Stripe,LPO Exterior,Stripes,PCX,DZX,opt_dzx_001<->opt_pcx_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0119,rule_opt_pcx_001_excludes_opt_eyk_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_eyk_001,Chrome Exterior Badge Package,LPO Exterior,Badges,PCX,EYK,opt_eyk_001<->opt_pcx_001,false,false,LPO Exterior -> Badges,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Badges; selection modes multi_select_opt -> single_select_req.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0120,rule_opt_pcx_001_excludes_opt_pdv_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_pdv_001,"LPO, Stingray R Appearance Package",LPO Exterior,LPO Exterior,PCX,PDV,opt_pcx_001<->opt_pdv_001,false,true,LPO Exterior -> LPO Exterior,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> LPO Exterior; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0121,rule_opt_pcx_001_excludes_opt_r8c_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_r8c_001,Corvette Museum Delivery,LPO Exterior,Custom Delivery,PCX,R8C,opt_pcx_001<->opt_r8c_001,false,false,LPO Exterior -> Custom Delivery,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Custom Delivery; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0122,rule_opt_pcx_001_excludes_opt_s47_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_s47_001,"LPO, Chrome lug nuts",LPO Exterior,Wheel Accessory,PCX,S47,opt_pcx_001<->opt_s47_001,false,false,LPO Exterior -> Wheel Accessory,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Wheel Accessory; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0123,rule_opt_pcx_001_excludes_opt_sb7_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_sb7_001,"LPO, Corvette Racing Themed Graphics Package with Jake and Stingray R logos",LPO Exterior,Stripes,PCX,SB7,opt_pcx_001<->opt_sb7_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0124,rule_opt_pcx_001_excludes_opt_sfe_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_sfe_001,"LPO, Chrome wheel locks",LPO Exterior,Wheel Accessory,PCX,SFE,opt_pcx_001<->opt_sfe_001,false,false,LPO Exterior -> Wheel Accessory,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Wheel Accessory; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0125,rule_opt_pcx_001_excludes_opt_spy_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_spy_001,"LPO, Black lug nuts",LPO Exterior,Wheel Accessory,PCX,SPY,opt_pcx_001<->opt_spy_001,false,false,LPO Exterior -> Wheel Accessory,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Wheel Accessory; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0126,rule_opt_pcx_001_excludes_opt_spz_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_spz_001,"LPO, Black wheel locks",LPO Exterior,Wheel Accessory,PCX,SPZ,opt_pcx_001<->opt_spz_001,false,false,LPO Exterior -> Wheel Accessory,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Wheel Accessory; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0131,rule_opt_pdv_001_excludes_opt_dpb_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DPB,opt_dpb_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0132,rule_opt_pdv_001_excludes_opt_dpc_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DPC,opt_dpc_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0133,rule_opt_pdv_001_excludes_opt_dpg_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DPG,opt_dpg_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0134,rule_opt_pdv_001_excludes_opt_dpl_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DPL,opt_dpl_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0135,rule_opt_pdv_001_excludes_opt_dpt_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DPT,opt_dpt_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0136,rule_opt_pdv_001_excludes_opt_dsy_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DSY,opt_dsy_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0137,rule_opt_pdv_001_excludes_opt_dsz_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DSZ,opt_dsz_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0138,rule_opt_pdv_001_excludes_opt_dt0_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DT0,opt_dt0_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0139,rule_opt_pdv_001_excludes_opt_dth_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DTH,opt_dth_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0140,rule_opt_pdv_001_excludes_opt_dub_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DUB,opt_dub_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0141,rule_opt_pdv_001_excludes_opt_due_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DUE,opt_due_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0142,rule_opt_pdv_001_excludes_opt_duk_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DUK,opt_duk_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0143,rule_opt_pdv_001_excludes_opt_duw_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,LPO Exterior,Stripes,PDV,DUW,opt_duw_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0144,rule_opt_pdv_001_excludes_opt_dzu_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dzu_001,Carbon Flash/Competition Yellow Stinger Stripe,LPO Exterior,Stripes,PDV,DZU,opt_dzu_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0145,rule_opt_pdv_001_excludes_opt_dzv_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dzv_001,Carbon Flash/Midnight Silver Stinger Stripe,LPO Exterior,Stripes,PDV,DZV,opt_dzv_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0146,rule_opt_pdv_001_excludes_opt_dzx_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dzx_001,Carbon Flash/Edge Red Stinger Stripe,LPO Exterior,Stripes,PDV,DZX,opt_dzx_001<->opt_pdv_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0153,rule_opt_r88_001_excludes_opt_dpb_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DPB,opt_dpb_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0154,rule_opt_r88_001_excludes_opt_dpc_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DPC,opt_dpc_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0155,rule_opt_r88_001_excludes_opt_dpg_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DPG,opt_dpg_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0156,rule_opt_r88_001_excludes_opt_dpl_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DPL,opt_dpl_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0157,rule_opt_r88_001_excludes_opt_dpt_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DPT,opt_dpt_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0158,rule_opt_r88_001_excludes_opt_dsy_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DSY,opt_dsy_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0159,rule_opt_r88_001_excludes_opt_dsz_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DSZ,opt_dsz_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0160,rule_opt_r88_001_excludes_opt_dt0_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DT0,opt_dt0_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0161,rule_opt_r88_001_excludes_opt_dth_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DTH,opt_dth_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0162,rule_opt_r88_001_excludes_opt_dub_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DUB,opt_dub_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0163,rule_opt_r88_001_excludes_opt_due_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DUE,opt_due_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0164,rule_opt_r88_001_excludes_opt_duk_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DUK,opt_duk_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0165,rule_opt_r88_001_excludes_opt_duw_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,LPO Exterior,Stripes,R88,DUW,opt_duw_001<->opt_r88_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
