relationship_key,legacy_surface,legacy_index,legacy_id,relationship_type,source_id,target_id,group_id,source_label,target_label,legacy_detail,coverage_status,coverage_confidence,covering_file,covering_row_id,coverage_note
legacy_rel_0075,rules,74,rule_opt_dpb_001_excludes_opt_gtr_001,excludes,opt_dpb_001,opt_gtr_001,,Carbon Flash with Blue accent Full Length Dual Racing Stripes,NEW! Admiral Blue Metallic,Blocked by DPB Carbon Flash with Blue accent Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0076,rules,75,rule_opt_dpc_001_excludes_opt_gbk_001,excludes,opt_dpc_001,opt_gbk_001,,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,Competition Yellow Tintcoat Metallic,Blocked by DPC Carbon Flash with Yellow accent Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0077,rules,76,rule_opt_dpg_001_excludes_opt_g26_001,excludes,opt_dpg_001,opt_g26_001,,Carbon Flash with Orange accent Full Length Dual Racing Stripes,Sebring Orange Tintcoat,Blocked by DPG Carbon Flash with Orange accent Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0078,rules,77,rule_opt_dpl_001_excludes_opt_gkz_001,excludes,opt_dpl_001,opt_gkz_001,,Carbon Flash with Red accent Full Length Dual Racing Stripes,Torch Red,Blocked by DPL Carbon Flash with Red accent Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0079,rules,78,rule_opt_dpl_001_excludes_opt_gph_001,excludes,opt_dpl_001,opt_gph_001,,Carbon Flash with Red accent Full Length Dual Racing Stripes,Red Mist Metallic Tintcoat,Blocked by DPL Carbon Flash with Red accent Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0080,rules,79,rule_opt_dsy_001_excludes_opt_g26_001,excludes,opt_dsy_001,opt_g26_001,,Edge Orange Full Length Dual Racing Stripes,Sebring Orange Tintcoat,Blocked by DSY Edge Orange Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0081,rules,80,rule_opt_dsz_001_excludes_opt_gkz_001,excludes,opt_dsz_001,opt_gkz_001,,Edge Red Full Length Dual Racing Stripes,Torch Red,Blocked by DSZ Edge Red Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0082,rules,81,rule_opt_dsz_001_excludes_opt_gph_001,excludes,opt_dsz_001,opt_gph_001,,Edge Red Full Length Dual Racing Stripes,Red Mist Metallic Tintcoat,Blocked by DSZ Edge Red Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0083,rules,82,rule_opt_dt0_001_excludes_opt_gbk_001,excludes,opt_dt0_001,opt_gbk_001,,Competition Yellow Full Length Dual Racing Stripes,Competition Yellow Tintcoat Metallic,Blocked by DT0 Competition Yellow Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0084,rules,83,rule_opt_due_001_excludes_opt_gtr_001,excludes,opt_due_001,opt_gtr_001,,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,NEW! Admiral Blue Metallic,Blocked by DUE NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0085,rules,84,rule_opt_duk_001_excludes_opt_gkz_001,excludes,opt_duk_001,opt_gkz_001,,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,Torch Red,Blocked by DUK Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0086,rules,85,rule_opt_duk_001_excludes_opt_gph_001,excludes,opt_duk_001,opt_gph_001,,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,Red Mist Metallic Tintcoat,Blocked by DUK Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0087,rules,86,rule_opt_duw_001_excludes_opt_gtr_001,excludes,opt_duw_001,opt_gtr_001,,Edge Blue Full Length Dual Racing Stripes,NEW! Admiral Blue Metallic,Blocked by DUW Edge Blue Full Length Dual Racing Stripes.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0088,rules,87,rule_opt_dzu_001_excludes_opt_gbk_001,excludes,opt_dzu_001,opt_gbk_001,,Carbon Flash/Competition Yellow Stinger Stripe,Competition Yellow Tintcoat Metallic,Blocked by DZU Carbon Flash/Competition Yellow Stinger Stripe.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0089,rules,88,rule_opt_dzx_001_excludes_opt_gkz_001,excludes,opt_dzx_001,opt_gkz_001,,Carbon Flash/Edge Red Stinger Stripe,Torch Red,Blocked by DZX Carbon Flash/Edge Red Stinger Stripe.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0090,rules,89,rule_opt_dzx_001_excludes_opt_gph_001,excludes,opt_dzx_001,opt_gph_001,,Carbon Flash/Edge Red Stinger Stripe,Red Mist Metallic Tintcoat,Blocked by DZX Carbon Flash/Edge Red Stinger Stripe.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0091,rules,90,rule_opt_e60_001_includes_opt_tr7_001,includes,opt_e60_001,opt_tr7_001,,Front lift adjustable height with memory,Headlamp control,Included with E60 Front lift adjustable height with memory.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0092,rules,91,rule_opt_efy_001_excludes_opt_gba_001,excludes,opt_efy_001,opt_gba_001,,Body-color accents,Black,Blocked by EFY Body-color accents.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0093,rules,92,rule_opt_fe2_001_excludes_opt_z51_001,excludes,opt_fe2_001,opt_z51_001,,Suspension,Z51 Performance Package,Blocked by FE2 Suspension.,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0094,rules,93,rule_opt_fe4_001_includes_opt_b4z_001,includes,opt_fe4_001,opt_b4z_001,,Suspension,Performance Traction Management,Included with FE4 Suspension.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0095,rules,94,rule_opt_fe4_001_requires_opt_z51_001,requires,opt_fe4_001,opt_z51_001,,Suspension,Z51 Performance Package,Requires Z51 Z51 Performance Package.,not_found_in_csv,none,,,"Requires relationships have an apparent home in dependency_rules.csv, but no matching row was found."
legacy_rel_0096,rules,95,rule_opt_nwi_001_requires_opt_wub_001,requires,opt_nwi_001,opt_wub_001,,NEW! Exhaust tips,NEW! Exhaust,Requires WUB NEW! Exhaust.,not_found_in_csv,none,,,"Requires relationships have an apparent home in dependency_rules.csv, but no matching row was found."
legacy_rel_0097,rules,96,rule_opt_pcu_001_excludes_opt_5v7_001,excludes,opt_pcu_001,opt_5v7_001,,"LPO, Stingray Protection Package","LPO, Black Ground Effects","Blocked by PCU LPO, Stingray Protection Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0098,rules,97,rule_opt_pcu_001_excludes_opt_5vm_001,excludes,opt_pcu_001,opt_5vm_001,,"LPO, Stingray Protection Package",,"Blocked by PCU LPO, Stingray Protection Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0099,rules,98,rule_opt_pcu_001_excludes_opt_5w8_001,excludes,opt_pcu_001,opt_5w8_001,,"LPO, Stingray Protection Package",,"Blocked by PCU LPO, Stingray Protection Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0100,rules,99,rule_opt_pcu_001_includes_opt_sti_001,includes,opt_pcu_001,opt_sti_001,,"LPO, Stingray Protection Package","LPO, Composite rocker extensions","Included with PCU LPO, Stingray Protection Package.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_pcu_sti,Direct selectable source/target auto-add match.
legacy_rel_0101,rules,100,rule_opt_pcu_001_includes_opt_vqk_001,includes,opt_pcu_001,opt_vqk_001,,"LPO, Stingray Protection Package","LPO, Custom splash guards","Included with PCU LPO, Stingray Protection Package.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_pcu_vqk,Direct selectable source/target auto-add match.
legacy_rel_0102,rules,101,rule_opt_pcu_001_includes_opt_vwe_001,includes,opt_pcu_001,opt_vwe_001,,"LPO, Stingray Protection Package","LPO, Front radiator grille screens","Included with PCU LPO, Stingray Protection Package.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_pcu_vwe,Direct selectable source/target auto-add match.
legacy_rel_0103,rules,102,rule_opt_pcx_001_excludes_opt_dpb_001,excludes,opt_pcx_001,opt_dpb_001,,"LPO, Tech Bronze Accent Package",Carbon Flash with Blue accent Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0104,rules,103,rule_opt_pcx_001_excludes_opt_dpc_001,excludes,opt_pcx_001,opt_dpc_001,,"LPO, Tech Bronze Accent Package",Carbon Flash with Yellow accent Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0105,rules,104,rule_opt_pcx_001_excludes_opt_dpg_001,excludes,opt_pcx_001,opt_dpg_001,,"LPO, Tech Bronze Accent Package",Carbon Flash with Orange accent Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0106,rules,105,rule_opt_pcx_001_excludes_opt_dpl_001,excludes,opt_pcx_001,opt_dpl_001,,"LPO, Tech Bronze Accent Package",Carbon Flash with Red accent Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0107,rules,106,rule_opt_pcx_001_excludes_opt_dpt_001,excludes,opt_pcx_001,opt_dpt_001,,"LPO, Tech Bronze Accent Package",Carbon Flash with Silver accent Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0108,rules,107,rule_opt_pcx_001_excludes_opt_dsy_001,excludes,opt_pcx_001,opt_dsy_001,,"LPO, Tech Bronze Accent Package",Edge Orange Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0109,rules,108,rule_opt_pcx_001_excludes_opt_dsz_001,excludes,opt_pcx_001,opt_dsz_001,,"LPO, Tech Bronze Accent Package",Edge Red Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0110,rules,109,rule_opt_pcx_001_excludes_opt_dt0_001,excludes,opt_pcx_001,opt_dt0_001,,"LPO, Tech Bronze Accent Package",Competition Yellow Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0111,rules,110,rule_opt_pcx_001_excludes_opt_dth_001,excludes,opt_pcx_001,opt_dth_001,,"LPO, Tech Bronze Accent Package",Carbon Flash Metallic Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0112,rules,111,rule_opt_pcx_001_excludes_opt_dub_001,excludes,opt_pcx_001,opt_dub_001,,"LPO, Tech Bronze Accent Package",Sterling Silver Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0113,rules,112,rule_opt_pcx_001_excludes_opt_due_001,excludes,opt_pcx_001,opt_due_001,,"LPO, Tech Bronze Accent Package",NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0114,rules,113,rule_opt_pcx_001_excludes_opt_duk_001,excludes,opt_pcx_001,opt_duk_001,,"LPO, Tech Bronze Accent Package",Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0115,rules,114,rule_opt_pcx_001_excludes_opt_duw_001,excludes,opt_pcx_001,opt_duw_001,,"LPO, Tech Bronze Accent Package",Edge Blue Full Length Dual Racing Stripes,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0116,rules,115,rule_opt_pcx_001_excludes_opt_dzu_001,excludes,opt_pcx_001,opt_dzu_001,,"LPO, Tech Bronze Accent Package",Carbon Flash/Competition Yellow Stinger Stripe,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0117,rules,116,rule_opt_pcx_001_excludes_opt_dzv_001,excludes,opt_pcx_001,opt_dzv_001,,"LPO, Tech Bronze Accent Package",Carbon Flash/Midnight Silver Stinger Stripe,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0118,rules,117,rule_opt_pcx_001_excludes_opt_dzx_001,excludes,opt_pcx_001,opt_dzx_001,,"LPO, Tech Bronze Accent Package",Carbon Flash/Edge Red Stinger Stripe,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0119,rules,118,rule_opt_pcx_001_excludes_opt_eyk_001,excludes,opt_pcx_001,opt_eyk_001,,"LPO, Tech Bronze Accent Package",Chrome Exterior Badge Package,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0120,rules,119,rule_opt_pcx_001_excludes_opt_pdv_001,excludes,opt_pcx_001,opt_pdv_001,,"LPO, Tech Bronze Accent Package","LPO, Stingray R Appearance Package","Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0121,rules,120,rule_opt_pcx_001_excludes_opt_r8c_001,excludes,opt_pcx_001,opt_r8c_001,,"LPO, Tech Bronze Accent Package",Corvette Museum Delivery,"Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0122,rules,121,rule_opt_pcx_001_excludes_opt_s47_001,excludes,opt_pcx_001,opt_s47_001,,"LPO, Tech Bronze Accent Package","LPO, Chrome lug nuts","Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0123,rules,122,rule_opt_pcx_001_excludes_opt_sb7_001,excludes,opt_pcx_001,opt_sb7_001,,"LPO, Tech Bronze Accent Package","LPO, Corvette Racing Themed Graphics Package with Jake and Stingray R logos","Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0124,rules,123,rule_opt_pcx_001_excludes_opt_sfe_001,excludes,opt_pcx_001,opt_sfe_001,,"LPO, Tech Bronze Accent Package","LPO, Chrome wheel locks","Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0125,rules,124,rule_opt_pcx_001_excludes_opt_spy_001,excludes,opt_pcx_001,opt_spy_001,,"LPO, Tech Bronze Accent Package","LPO, Black lug nuts","Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0126,rules,125,rule_opt_pcx_001_excludes_opt_spz_001,excludes,opt_pcx_001,opt_spz_001,,"LPO, Tech Bronze Accent Package","LPO, Black wheel locks","Blocked by PCX LPO, Tech Bronze Accent Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0127,rules,126,rule_opt_pcx_001_includes_opt_5dg_001,includes,opt_pcx_001,opt_5dg_001,,"LPO, Tech Bronze Accent Package","LPO, 20-spoke Tech Bronze aluminum wheels","Included with PCX LPO, Tech Bronze Accent Package.",not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0128,rules,127,rule_opt_pcx_001_includes_opt_sfz_001,includes,opt_pcx_001,opt_sfz_001,,"LPO, Tech Bronze Accent Package","LPO, Dark Stealth crossed flags emblem","Included with PCX LPO, Tech Bronze Accent Package.",not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0129,rules,128,rule_opt_pcx_001_includes_opt_sht_001,includes,opt_pcx_001,opt_sht_001,,"LPO, Tech Bronze Accent Package","LPO, Jake hood graphic with Tech Bronze accent","Included with PCX LPO, Tech Bronze Accent Package.",not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0130,rules,129,rule_opt_pcx_001_includes_opt_sng_001,includes,opt_pcx_001,opt_sng_001,,"LPO, Tech Bronze Accent Package","LPO, Fender hash stripes","Included with PCX LPO, Tech Bronze Accent Package.",not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0131,rules,130,rule_opt_pdv_001_excludes_opt_dpb_001,excludes,opt_pdv_001,opt_dpb_001,,"LPO, Stingray R Appearance Package",Carbon Flash with Blue accent Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0132,rules,131,rule_opt_pdv_001_excludes_opt_dpc_001,excludes,opt_pdv_001,opt_dpc_001,,"LPO, Stingray R Appearance Package",Carbon Flash with Yellow accent Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0133,rules,132,rule_opt_pdv_001_excludes_opt_dpg_001,excludes,opt_pdv_001,opt_dpg_001,,"LPO, Stingray R Appearance Package",Carbon Flash with Orange accent Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0134,rules,133,rule_opt_pdv_001_excludes_opt_dpl_001,excludes,opt_pdv_001,opt_dpl_001,,"LPO, Stingray R Appearance Package",Carbon Flash with Red accent Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0135,rules,134,rule_opt_pdv_001_excludes_opt_dpt_001,excludes,opt_pdv_001,opt_dpt_001,,"LPO, Stingray R Appearance Package",Carbon Flash with Silver accent Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0136,rules,135,rule_opt_pdv_001_excludes_opt_dsy_001,excludes,opt_pdv_001,opt_dsy_001,,"LPO, Stingray R Appearance Package",Edge Orange Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0137,rules,136,rule_opt_pdv_001_excludes_opt_dsz_001,excludes,opt_pdv_001,opt_dsz_001,,"LPO, Stingray R Appearance Package",Edge Red Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0138,rules,137,rule_opt_pdv_001_excludes_opt_dt0_001,excludes,opt_pdv_001,opt_dt0_001,,"LPO, Stingray R Appearance Package",Competition Yellow Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0139,rules,138,rule_opt_pdv_001_excludes_opt_dth_001,excludes,opt_pdv_001,opt_dth_001,,"LPO, Stingray R Appearance Package",Carbon Flash Metallic Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0140,rules,139,rule_opt_pdv_001_excludes_opt_dub_001,excludes,opt_pdv_001,opt_dub_001,,"LPO, Stingray R Appearance Package",Sterling Silver Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0141,rules,140,rule_opt_pdv_001_excludes_opt_due_001,excludes,opt_pdv_001,opt_due_001,,"LPO, Stingray R Appearance Package",NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0142,rules,141,rule_opt_pdv_001_excludes_opt_duk_001,excludes,opt_pdv_001,opt_duk_001,,"LPO, Stingray R Appearance Package",Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0143,rules,142,rule_opt_pdv_001_excludes_opt_duw_001,excludes,opt_pdv_001,opt_duw_001,,"LPO, Stingray R Appearance Package",Edge Blue Full Length Dual Racing Stripes,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0144,rules,143,rule_opt_pdv_001_excludes_opt_dzu_001,excludes,opt_pdv_001,opt_dzu_001,,"LPO, Stingray R Appearance Package",Carbon Flash/Competition Yellow Stinger Stripe,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0145,rules,144,rule_opt_pdv_001_excludes_opt_dzv_001,excludes,opt_pdv_001,opt_dzv_001,,"LPO, Stingray R Appearance Package",Carbon Flash/Midnight Silver Stinger Stripe,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
