source_sheet,source_row,guide_family,model_key,model_key_confidence,section_family,orderable_rpo,ref_rpo,description,variant_id,body_code,body_style,trim_level,raw_status,status_symbol,footnote_refs,canonical_status,source_detail_raw
Standard Equipment 4,84,corvette,zr1x,high,standard_equipment,,FEH,"Suspension, performance with Magnetic Selective Ride Control",zr1x_1lz_s07,1YS07,coupe,1LZ,S,S,,standard,"Suspension, performance with Magnetic Selective Ride Control"
Standard Equipment 4,84,corvette,zr1x,high,standard_equipment,,FEH,"Suspension, performance with Magnetic Selective Ride Control",zr1x_3lz_s07,1YS07,coupe,3LZ,S,S,,standard,"Suspension, performance with Magnetic Selective Ride Control"
Standard Equipment 4,84,corvette,zr1x,high,standard_equipment,,FEH,"Suspension, performance with Magnetic Selective Ride Control",zr1x_1lz_s67,1YS67,convertible,1LZ,S,S,,standard,"Suspension, performance with Magnetic Selective Ride Control"
Standard Equipment 4,84,corvette,zr1x,high,standard_equipment,,FEH,"Suspension, performance with Magnetic Selective Ride Control",zr1x_3lz_s67,1YS67,convertible,3LZ,S,S,,standard,"Suspension, performance with Magnetic Selective Ride Control"
Standard Equipment 4,85,corvette,zr1,high,standard_equipment,,,"Wipers, front intermittent",zr1_1lz_r07,1YR07,coupe,1LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,85,corvette,zr1,high,standard_equipment,,,"Wipers, front intermittent",zr1_3lz_r07,1YR07,coupe,3LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,85,corvette,zr1,high,standard_equipment,,,"Wipers, front intermittent",zr1_1lz_r67,1YR67,convertible,1LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,85,corvette,zr1,high,standard_equipment,,,"Wipers, front intermittent",zr1_3lz_r67,1YR67,convertible,3LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,85,corvette,zr1x,high,standard_equipment,,,"Wipers, front intermittent",zr1x_1lz_s07,1YS07,coupe,1LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,85,corvette,zr1x,high,standard_equipment,,,"Wipers, front intermittent",zr1x_3lz_s07,1YS07,coupe,3LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,85,corvette,zr1x,high,standard_equipment,,,"Wipers, front intermittent",zr1x_1lz_s67,1YS67,convertible,1LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,85,corvette,zr1x,high,standard_equipment,,,"Wipers, front intermittent",zr1x_3lz_s67,1YS67,convertible,3LZ,S,S,,standard,"Wipers, front intermittent"
Standard Equipment 4,86,corvette,zr1,high,standard_equipment,,,"Traction control, all-speed",zr1_1lz_r07,1YR07,coupe,1LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,86,corvette,zr1,high,standard_equipment,,,"Traction control, all-speed",zr1_3lz_r07,1YR07,coupe,3LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,86,corvette,zr1,high,standard_equipment,,,"Traction control, all-speed",zr1_1lz_r67,1YR67,convertible,1LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,86,corvette,zr1,high,standard_equipment,,,"Traction control, all-speed",zr1_3lz_r67,1YR67,convertible,3LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,86,corvette,zr1x,high,standard_equipment,,,"Traction control, all-speed",zr1x_1lz_s07,1YS07,coupe,1LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,86,corvette,zr1x,high,standard_equipment,,,"Traction control, all-speed",zr1x_3lz_s07,1YS07,coupe,3LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,86,corvette,zr1x,high,standard_equipment,,,"Traction control, all-speed",zr1x_1lz_s67,1YS67,convertible,1LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,86,corvette,zr1x,high,standard_equipment,,,"Traction control, all-speed",zr1x_3lz_s67,1YS67,convertible,3LZ,S,S,,standard,"Traction control, all-speed"
Standard Equipment 4,87,corvette,zr1,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_1lz_r07,1YR07,coupe,1LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,87,corvette,zr1,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_3lz_r07,1YR07,coupe,3LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,87,corvette,zr1,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_1lz_r67,1YR67,convertible,1LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,87,corvette,zr1,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_3lz_r67,1YR67,convertible,3LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,87,corvette,zr1x,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_1lz_s07,1YS07,coupe,1LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,87,corvette,zr1x,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_3lz_s07,1YS07,coupe,3LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,87,corvette,zr1x,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_1lz_s67,1YS67,convertible,1LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,87,corvette,zr1x,high,standard_equipment,,M1K,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_3lz_s67,1YS67,convertible,3LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_1lz_r07,1YR07,coupe,1LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_3lz_r07,1YR07,coupe,3LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_1lz_r67,1YR67,convertible,1LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1_3lz_r67,1YR67,convertible,3LZ,--,--,,not_available,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1x,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_1lz_s07,1YS07,coupe,1LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1x,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_3lz_s07,1YS07,coupe,3LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1x,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_1lz_s67,1YS67,convertible,1LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Standard Equipment 4,88,corvette,zr1x,high,standard_equipment,,MLP,"Transmission, 8-speed dual clutch, includes manual and auto modes",zr1x_3lz_s67,1YS67,convertible,3LZ,S,S,,standard,"Transmission, 8-speed dual clutch, includes manual and auto modes"
Interior 1,4,corvette,stingray,high,interior,,AJ7,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",stingray_1lt_c07,1YC07,coupe,1LT,S1,S,1,standard,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information."
Interior 1,4,corvette,stingray,high,interior,,AJ7,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",stingray_2lt_c07,1YC07,coupe,2LT,S1,S,1,standard,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information."
Interior 1,4,corvette,stingray,high,interior,,AJ7,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",stingray_3lt_c07,1YC07,coupe,3LT,S1,S,1,standard,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information."
Interior 1,4,corvette,stingray,high,interior,,AJ7,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",stingray_1lt_c67,1YC67,convertible,1LT,S1,S,1,standard,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information."
Interior 1,4,corvette,stingray,high,interior,,AJ7,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",stingray_2lt_c67,1YC67,convertible,2LT,S1,S,1,standard,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information."
Interior 1,4,corvette,stingray,high,interior,,AJ7,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",stingray_3lt_c67,1YC67,convertible,3LT,S1,S,1,standard,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information."
Interior 1,5,corvette,stingray,high,interior,,CJ2,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",stingray_1lt_c07,1YC07,coupe,1LT,S,S,,standard,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display"
Interior 1,5,corvette,stingray,high,interior,,CJ2,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",stingray_2lt_c07,1YC07,coupe,2LT,S,S,,standard,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display"
Interior 1,5,corvette,stingray,high,interior,,CJ2,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",stingray_3lt_c07,1YC07,coupe,3LT,S,S,,standard,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display"
Interior 1,5,corvette,stingray,high,interior,,CJ2,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",stingray_1lt_c67,1YC67,convertible,1LT,S,S,,standard,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display"
Interior 1,5,corvette,stingray,high,interior,,CJ2,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",stingray_2lt_c67,1YC67,convertible,2LT,S,S,,standard,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display"
Interior 1,5,corvette,stingray,high,interior,,CJ2,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",stingray_3lt_c67,1YC67,convertible,3LT,S,S,,standard,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display"
Interior 1,6,corvette,stingray,high,interior,,,Air filtration system with pollen filter,stingray_1lt_c07,1YC07,coupe,1LT,S,S,,standard,Air filtration system with pollen filter
Interior 1,6,corvette,stingray,high,interior,,,Air filtration system with pollen filter,stingray_2lt_c07,1YC07,coupe,2LT,S,S,,standard,Air filtration system with pollen filter
Interior 1,6,corvette,stingray,high,interior,,,Air filtration system with pollen filter,stingray_3lt_c07,1YC07,coupe,3LT,S,S,,standard,Air filtration system with pollen filter
Interior 1,6,corvette,stingray,high,interior,,,Air filtration system with pollen filter,stingray_1lt_c67,1YC67,convertible,1LT,S,S,,standard,Air filtration system with pollen filter
Interior 1,6,corvette,stingray,high,interior,,,Air filtration system with pollen filter,stingray_2lt_c67,1YC67,convertible,2LT,S,S,,standard,Air filtration system with pollen filter
Interior 1,6,corvette,stingray,high,interior,,,Air filtration system with pollen filter,stingray_3lt_c67,1YC67,convertible,3LT,S,S,,standard,Air filtration system with pollen filter
Interior 1,7,corvette,stingray,high,interior,,IVE,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",stingray_1lt_c07,1YC07,coupe,1LT,S,S,,standard,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones"
Interior 1,7,corvette,stingray,high,interior,,IVE,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",stingray_2lt_c07,1YC07,coupe,2LT,S,S,,standard,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones"
Interior 1,7,corvette,stingray,high,interior,,IVE,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",stingray_3lt_c07,1YC07,coupe,3LT,S,S,,standard,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones"
Interior 1,7,corvette,stingray,high,interior,,IVE,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",stingray_1lt_c67,1YC67,convertible,1LT,S,S,,standard,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones"
Interior 1,7,corvette,stingray,high,interior,,IVE,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",stingray_2lt_c67,1YC67,convertible,2LT,S,S,,standard,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones"
Interior 1,7,corvette,stingray,high,interior,,IVE,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",stingray_3lt_c67,1YC67,convertible,3LT,S,S,,standard,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones"
Interior 1,8,corvette,stingray,high,interior,,UQS,"Audio system feature, Bose Premium 10-speaker system",stingray_1lt_c07,1YC07,coupe,1LT,S,S,,standard,"Audio system feature, Bose Premium 10-speaker system"
Interior 1,8,corvette,stingray,high,interior,,UQS,"Audio system feature, Bose Premium 10-speaker system",stingray_2lt_c07,1YC07,coupe,2LT,--,--,,not_available,"Audio system feature, Bose Premium 10-speaker system"
Interior 1,8,corvette,stingray,high,interior,,UQS,"Audio system feature, Bose Premium 10-speaker system",stingray_3lt_c07,1YC07,coupe,3LT,--,--,,not_available,"Audio system feature, Bose Premium 10-speaker system"
Interior 1,8,corvette,stingray,high,interior,,UQS,"Audio system feature, Bose Premium 10-speaker system",stingray_1lt_c67,1YC67,convertible,1LT,S,S,,standard,"Audio system feature, Bose Premium 10-speaker system"
Interior 1,8,corvette,stingray,high,interior,,UQS,"Audio system feature, Bose Premium 10-speaker system",stingray_2lt_c67,1YC67,convertible,2LT,--,--,,not_available,"Audio system feature, Bose Premium 10-speaker system"
Interior 1,8,corvette,stingray,high,interior,,UQS,"Audio system feature, Bose Premium 10-speaker system",stingray_3lt_c67,1YC67,convertible,3LT,--,--,,not_available,"Audio system feature, Bose Premium 10-speaker system"
Interior 1,9,corvette,stingray,high,interior,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",stingray_1lt_c07,1YC07,coupe,1LT,--,--,,not_available,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Interior 1,9,corvette,stingray,high,interior,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",stingray_2lt_c07,1YC07,coupe,2LT,■,■,,included_equipment_group,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Interior 1,9,corvette,stingray,high,interior,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",stingray_3lt_c07,1YC07,coupe,3LT,■,■,,included_equipment_group,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Interior 1,9,corvette,stingray,high,interior,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",stingray_1lt_c67,1YC67,convertible,1LT,--,--,,not_available,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Interior 1,9,corvette,stingray,high,interior,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",stingray_2lt_c67,1YC67,convertible,2LT,■,■,,included_equipment_group,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Interior 1,9,corvette,stingray,high,interior,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",stingray_3lt_c67,1YC67,convertible,3LT,■,■,,included_equipment_group,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Interior 1,10,corvette,stingray,high,interior,,U2K,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",stingray_1lt_c07,1YC07,coupe,1LT,S1,S,1,standard,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change."
Interior 1,10,corvette,stingray,high,interior,,U2K,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",stingray_2lt_c07,1YC07,coupe,2LT,S1,S,1,standard,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change."
Interior 1,10,corvette,stingray,high,interior,,U2K,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",stingray_3lt_c07,1YC07,coupe,3LT,S1,S,1,standard,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change."
Interior 1,10,corvette,stingray,high,interior,,U2K,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",stingray_1lt_c67,1YC67,convertible,1LT,S1,S,1,standard,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change."
Interior 1,10,corvette,stingray,high,interior,,U2K,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",stingray_2lt_c67,1YC67,convertible,2LT,S1,S,1,standard,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change."
Interior 1,10,corvette,stingray,high,interior,,U2K,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change.",stingray_3lt_c67,1YC67,convertible,3LT,S1,S,1,standard,"SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.
1. IMPORTANT: The SiriusXM trial subscription is not provided on vehicles that are ordered for Fleet Daily Rental (""FDR"") use. Trial subscription is subject to the SiriusXM Customer Agreement and privacy policy, visit siriusxm.com which includes full terms and how to cancel. All fees, content, features, and availability are subject to change."
Interior 1,11,corvette,stingray,high,interior,R6P,,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.",stingray_1lt_c07,1YC07,coupe,1LT,A1,A,1,available,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries."
Interior 1,11,corvette,stingray,high,interior,R6P,,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.",stingray_2lt_c07,1YC07,coupe,2LT,A1,A,1,available,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries."
