source_sheet,source_row,guide_family,model_key,model_key_confidence,price_block_label,raw_values,notes
Price Schedule,98,corvette,,,raw_price_schedule_row,"["""",""5ZU"",""High Wing Spoiler, Body Color"",""Stingray"",""1395"",""0"",""1395"",""1269.45"",""1227.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,99,corvette,,,raw_price_schedule_row,"["""",""5ZV"",""Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted"","""",""2075"",""0"",""2075"",""1888.25"",""1826"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,100,corvette,,,raw_price_schedule_row,"["""",""5ZZ"",""High wing spoiler, Carbon Flash Metallic-painted"","""",""1550"",""0"",""1550"",""1410.5"",""1364"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,101,corvette,,,raw_price_schedule_row,"["""",""CAV"",""Contoured cargo area liners with Jake logo"","""",""230"",""0"",""230"",""209.3"",""202.4"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,102,corvette,,,raw_price_schedule_row,"["""",""PCQ"",""Grille Screen Protection Package"",""Stingray"",""1375"",""0"",""1375"",""1251.25"",""1210"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,103,corvette,,,raw_price_schedule_row,"["""",""PCQ"",""Grille Screen Protection Package"","""",""1675"",""0"",""1675"",""1524.25"",""1474"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,104,corvette,,,raw_price_schedule_row,"["""",""PCU"",""Stingray Protection Package"","""",""1575"",""0"",""1575"",""1433.25"",""1386"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,105,corvette,,,raw_price_schedule_row,"["""",""PCX"",""Tech Bronze Accent Package"",""Stingray"",""4595"",""0"",""4595"",""4181.45"",""4043.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,106,corvette,,,raw_price_schedule_row,"["""",""PCZ"",""Tech Bronze Accent Package"",""Z06"",""5295"",""0"",""5295"",""4818.45"",""4659.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,107,corvette,,,raw_price_schedule_row,"["""",""PDA"",""Jake C8.R Graphics Package"","""",""950"",""0"",""950"",""864.5"",""836"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,108,corvette,,,raw_price_schedule_row,"["""",""PDV"",""Stingray R Appearance Package"",""Stingray"",""750"",""0"",""750"",""682.5"",""660"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,109,corvette,,,raw_price_schedule_row,"["""",""PDY"",""Roadside Safety Package"",""Includes First Aid Kit and Highway Safety Kit"",""195"",""0"",""195"",""177.45"",""171.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,110,corvette,,,raw_price_schedule_row,"["""",""PEF"",""Contoured Liner Protection Package"","""",""475"",""0"",""475"",""432.25"",""418"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,111,corvette,,,raw_price_schedule_row,"["""",""R88"",""Illuminated crossed flags emblem"","""",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,112,corvette,,,raw_price_schedule_row,"["""",""RIA"",""All-weather floor liners with Jake logo"","""",""265"",""0"",""265"",""241.15"",""233.2"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,113,corvette,,,raw_price_schedule_row,"["""",""RIK"",""Rear Corvette Script, Painted in Torch Red"","""",""395"",""0"",""395"",""359.45"",""347.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,114,corvette,,,raw_price_schedule_row,"["""",""RIN"",""Rear Corvette Script, Painted in Arctic White"","""",""440"",""0"",""440"",""400.4"",""387.2"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,115,corvette,,,raw_price_schedule_row,"["""",""RNX"",""Premium Outdoor Car Cover in Gray with Stingray Logo and Access Panels"",""Stingray"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,116,corvette,,,raw_price_schedule_row,"["""",""RWH"",""Premium Indoor Car Cover in Black with Crossed Flags Logo"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,117,corvette,,,raw_price_schedule_row,"["""",""RWJ"",""Premium Outdoor Car Cover in Gray with Crossed Flags Logo and Corvette Silhouette"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,118,corvette,,,raw_price_schedule_row,"["""",""RWU"",""Collapsible Cargo Area Organizer"","""",""175"",""0"",""175"",""159.25"",""154"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,119,corvette,,,raw_price_schedule_row,"["""",""RXH"",""Wheel Center Caps in Silver with Stingray Logo and Red Outline"",""Stingray"",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,120,corvette,,,raw_price_schedule_row,"["""",""RXI"",""LT6 Visible Carbon Fiber Engine Cover"",""Z06"",""2495"",""0"",""2495"",""2270.45"",""2195.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,121,corvette,,,raw_price_schedule_row,"["""",""RXJ"",""Wheel Center Caps in Black with Gray Stingray Logo"",""Stingray"",""275"",""0"",""275"",""250.25"",""242"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,122,corvette,,,raw_price_schedule_row,"["""",""RYT"",""First Aid Kit"","""",""60"",""0"",""60"",""54.6"",""52.8"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,123,corvette,,,raw_price_schedule_row,"["""",""RZ9"",""Visible Carbon Fiber grille insert"","""",""2495"",""0"",""2495"",""2270.45"",""2195.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,124,corvette,,,raw_price_schedule_row,"["""",""S08"",""Highway Safety Kit"","""",""150"",""0"",""150"",""136.5"",""132"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,125,corvette,,,raw_price_schedule_row,"["""",""S2L"",""Set of Premium Leather Weekend Travel Bags"","""",""1695"",""0"",""1695"",""1542.45"",""1491.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,126,corvette,,,raw_price_schedule_row,"["""",""S47"",""Chrome Lug Nuts"","""",""275"",""0"",""275"",""250.25"",""242"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,127,corvette,,,raw_price_schedule_row,"["""",""SB7"",""Corvette Racing Themed Graphics"",""Stingray"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,128,corvette,,,raw_price_schedule_row,"["""",""SB9"",""Hood and Roof Decal Package"","""",""895"",""0"",""895"",""814.45"",""787.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,129,corvette,,,raw_price_schedule_row,"["""",""SBT"",""Dual Roof Package"","""",""2525"",""0"",""2525"",""2297.75"",""2222"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,130,corvette,,,raw_price_schedule_row,"["""",""SC7"",""Roof Panel Storage Pouch"","""",""195"",""0"",""195"",""177.45"",""171.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,131,corvette,,,raw_price_schedule_row,"["""",""SDA"",""Recovery Hook, Black"","""",""150"",""0"",""150"",""136.5"",""132"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,132,corvette,,,raw_price_schedule_row,"["""",""SFE"",""Chrome Wheel Locks"","""",""125"",""0"",""125"",""113.75"",""110"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,133,corvette,,,raw_price_schedule_row,"["""",""SFZ"",""Dark Stealth crossed flags emblem"","""",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,134,corvette,,,raw_price_schedule_row,"["""",""SG1"",""Z06 Badge in Edge Red"",""Z06"",""325"",""0"",""325"",""295.75"",""286"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,135,corvette,,,raw_price_schedule_row,"["""",""SHQ"",""Fender hash stripes, Silver with Carbon Flash Metallic accent"","""",""295"",""0"",""295"",""268.45"",""259.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,136,corvette,,,raw_price_schedule_row,"["""",""SHT"",""Jake Hood Graphic with Tech Bronze Accent"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,137,corvette,,,raw_price_schedule_row,"["""",""SHW"",""Fender Hash Stripes, Carbon Flash Metallic with Edge Red Accent"",""Stingray"",""295"",""0"",""295"",""268.45"",""259.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,138,corvette,,,raw_price_schedule_row,"["""",""SIG"",""Spoiler extension, clear smoked center bridge with Jake logo"","""",""425"",""0"",""425"",""386.75"",""374"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,139,corvette,,,raw_price_schedule_row,"["""",""SL1"",""Premium Indoor Car Cover in Red with Stingray Logo"",""Stingray"",""475"",""0"",""475"",""432.25"",""418"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,140,corvette,,,raw_price_schedule_row,"["""",""SL8"",""Rear Corvette Script, Painted in Edge Red"","""",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,141,corvette,,,raw_price_schedule_row,"["""",""SL9"",""Engine Specification Plaque"","""",""125"",""0"",""125"",""113.75"",""110"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,142,corvette,,,raw_price_schedule_row,"["""",""SLK"",""Rear Hatch Brace - Edge Red"","""",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,143,corvette,,,raw_price_schedule_row,"["""",""SLN"",""Visible carbon fiber engine cross brace"","""",""2895"",""0"",""2895"",""2634.45"",""2547.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,144,corvette,,,raw_price_schedule_row,"["""",""SNE"",""Jake Hood Graphic"","""",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,145,corvette,,,raw_price_schedule_row,"["""",""SNG"",""Fender hash stripes, Carbon Flash Metallic with Tech Bronze accent"","""",""320"",""0"",""320"",""291.2"",""281.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,146,corvette,,,raw_price_schedule_row,"["""",""SPY"",""Black Lug Nuts"","""",""320"",""0"",""320"",""291.2"",""281.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,147,corvette,,,raw_price_schedule_row,"["""",""SPZ"",""Black Wheel Locks"","""",""105"",""0"",""105"",""95.55"",""92.4"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,148,corvette,,,raw_price_schedule_row,"["""",""STI"",""Composite rocker extensions"",""Stingray"",""675"",""0"",""675"",""614.25"",""594"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,149,corvette,,,raw_price_schedule_row,"["""",""SUP"",""Grand Sport badges in Red"","""",""295"",""0"",""295"",""268.45"",""259.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,150,corvette,,,raw_price_schedule_row,"["""",""SXB"",""Suede Front and Rear Luggage Compartment Trim, Black"","""",""2095"",""0"",""2095"",""1906.45"",""1843.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,151,corvette,,,raw_price_schedule_row,"["""",""SXR"",""Suede Front and Rear Luggage Compartment Trim, Red"","""",""2095"",""0"",""2095"",""1906.45"",""1843.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,152,corvette,,,raw_price_schedule_row,"["""",""SXT"",""Suede Front and Rear Luggage Compartment Trim, Tan"","""",""2695"",""0"",""2695"",""2452.45"",""2371.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,153,corvette,,,raw_price_schedule_row,"["""",""VPO"",""Tech Bronze Rear Hash Graphic"","""",""575"",""0"",""575"",""523.25"",""506"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,154,corvette,,,raw_price_schedule_row,"["""",""VPW"",""Jake C8.R Rear Hash Graphic"",""Z06"",""575"",""0"",""575"",""523.25"",""506"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,155,corvette,,,raw_price_schedule_row,"["""",""VQK"",""Splash Guards in Black"",""Stingray"",""395"",""0"",""395"",""359.45"",""347.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,156,corvette,,,raw_price_schedule_row,"["""",""VTB"",""Rear Fascia/Roof Storage Protector in Black with Crossed Flag Logo"","""",""150"",""0"",""150"",""136.5"",""132"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,157,corvette,,,raw_price_schedule_row,"["""",""VUP"",""Engine Bay Closeout Graphics"","""",""575"",""0"",""575"",""523.25"",""506"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,158,corvette,,,raw_price_schedule_row,"["""",""VWD"",""Stingray R Themed Center Caps"",""Stingray"",""250"",""0"",""250"",""227.5"",""220"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,159,corvette,,,raw_price_schedule_row,"["""",""VWE"",""Front Grille Protection Screens"",""Stingray"",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,160,corvette,,,raw_price_schedule_row,"["""",""VWE"",""Front Grille Protection Screens"","""",""950"",""0"",""950"",""864.5"",""836"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,161,corvette,,,raw_price_schedule_row,"["""",""VWT"",""Insect Protection Grille Screen"","""",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,162,corvette,,,raw_price_schedule_row,"["""",""VYW"",""Premium Carpeted Floor Mats"","""",""275"",""0"",""275"",""250.25"",""242"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,163,corvette,,,raw_price_schedule_row,"["""",""W2D"",""Cargo Net Set"","""",""125"",""0"",""125"",""113.75"",""110"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,164,corvette,,,raw_price_schedule_row,"["""",""WKQ"",""Premium Indoor Car Cover in Black with Crossed Flags Logo and Access Panels"",""Stingray"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,165,corvette,,,raw_price_schedule_row,"["""",""WKR"",""GT3.R, fully rendered, Premium indoor car cover"","""",""1275"",""0"",""1275"",""1160.25"",""1122"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,166,corvette,,,raw_price_schedule_row,"["""",""WKS"",""Premium Indoor Car Cover, Galvanized Cool with Z06 Logo"",""Z06"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,167,corvette,,,raw_price_schedule_row,"["""",""Exhaust Systems:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,168,corvette,,,raw_price_schedule_row,"["""",""NWI"",""Bright Exhaust Tips"",""Requires (WUB) center quad exhaust system"",""395"",""0"",""395"",""359.45"",""347.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,169,corvette,,,raw_price_schedule_row,"["""",""WUB"",""Exhaust, quad center exit"","""",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,170,corvette,,,raw_price_schedule_row,"["""",""Exterior Appearance:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,171,corvette,,,raw_price_schedule_row,"["""",""B6P"",""Coupe Engine Appearance Package"","""",""1895"",""0"",""1895"",""1724.45"",""1667.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,172,corvette,,,raw_price_schedule_row,"["""",""BC4"",""LS6 engine cover, Blue"",""Convertible requires ZZ3; Coupes with B6P"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,173,corvette,,,raw_price_schedule_row,"["""",""BC4"",""LS6 engine cover, Blue"",""Coupes without B6P"",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,174,corvette,,,raw_price_schedule_row,"["""",""BCP"",""LS6 engine cover, Edge Red"",""Convertible requires ZZ3; Coupes with B6P"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,175,corvette,,,raw_price_schedule_row,"["""",""BCP"",""LS6 engine cover, Edge Red"",""Coupes without B6P"",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,176,corvette,,,raw_price_schedule_row,"["""",""BCS"",""LS6 engine cover, Sterling Silver-painted"",""Convertible requires ZZ3; Coupes with B6P"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,177,corvette,,,raw_price_schedule_row,"["""",""BCS"",""LS6 engine cover, Sterling Silver-painted"",""Coupes without B6P"",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,178,corvette,,,raw_price_schedule_row,"["""",""BCW"",""Engine Intake Cover - Red"",""Z06 w/ZZ3 / Z06 Coupe w/B6P"",""895"",""0"",""895"",""814.45"",""787.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,179,corvette,,,raw_price_schedule_row,"["""",""BCW"",""Engine Intake Cover - Red"",""Coupe w/o B6P"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,180,corvette,,,raw_price_schedule_row,"["""",""CBF"",""Rockers and splitter, body-color"",""Z06 Only, Not Available with CFV/CFZ or GBA"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,181,corvette,,,raw_price_schedule_row,"["""",""CFL"",""Ground effects, extended front splitter"","""",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,182,corvette,,,raw_price_schedule_row,"["""",""CFV"",""Ground effects, visible carbon fiber"",""Std on ZR1 and ZR1X"",""4495"",""0"",""4495"",""4090.45"",""3955.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,183,corvette,,,raw_price_schedule_row,"["""",""CFZ"",""Carbon Fiber, Carbon Flash Painted Ground Effects"","""",""3495"",""0"",""3495"",""3180.45"",""3075.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,184,corvette,,,raw_price_schedule_row,"["""",""D3V"",""Engine Lighting"",""Coupe Only"",""195"",""0"",""195"",""177.45"",""171.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,185,corvette,,,raw_price_schedule_row,"["""",""EDU"",""Carbon Flash and body-color exterior accents"","""",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,186,corvette,,,raw_price_schedule_row,"["""",""EFY"",""Exterior accents, body-color, side vents, rockers, splitter and front/rear grille accents"","""",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,187,corvette,,,raw_price_schedule_row,"["""",""ETV"",""Exterior Trim; carbon fiber split window trim, painted body-color"",""ZR1/ZR1X Only"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,188,corvette,,,raw_price_schedule_row,"["""",""EYK"",""Chrome Exterior Badge Package"","""",""395"",""0"",""395"",""359.45"",""347.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,189,corvette,,,raw_price_schedule_row,"["""",""T0F"",""Carbon Fiber Aero Package, Carbon Flash-painted,"",""Includes CFZ Ground Effects"",""8995"",""0"",""8995"",""8185.45"",""7915.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,190,corvette,,,raw_price_schedule_row,"["""",""T0G"",""Carbon Aero Package - Visible Carbon Fiber"",""Includes CFV Ground Effects"",""10995"",""0"",""10995"",""10005.45"",""9675.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,191,corvette,,,raw_price_schedule_row,"["""",""TOM"",""Carbon Fiber Aero Package - Visible Carbon Fiber"",""ZR1/ZR1X Only"",""12995"",""0"",""12995"",""11825.45"",""11435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
